CHARACTER	DIALOGUE
VIDALIA	I know this place... Suddenly, she hurries to the trunk of an ancient tree.
VIDALIA	This is my church. Where I was born to the world. Where my people prayed to me.
PERSEUS	Who were they? I know they were humans. They seemed so fragile. I sheltered them because I thought the harsh world would break them. Now I know I underestimated them. Her eyes pierce Perseus.
VIDALIA	When I saw you come out with Medusa's head, I saw that a Man had done an impossible thing. Beautiful, yes, but not fragile. Resilient. Fearless.
PERSEUS	I was mad with fear. I was no hero. I just didn't want to die. Perseus turns toward the altar.
PERSEUS	What is this? A marble tablet sits on the altar, its surface defaced.
VIDALIA	When the war began, Men ranged through the hills, stamping out any trace of God-worship they found. My true name was carved here. When it was obliterated, my worshippers lost faith and my last season began.
PERSEUS	How long do you have?
VIDALIA	Only days.
PERSEUS	What will happen?
VIDALIA	I will vanish, quick as dew evaporating at dawn.
VIDALIA (CONT'D)	No one will notice the moment because all thought of me will be gone.
PERSEUS	What about me?
VIDALIA	Nothing can save me.
PERSEUS	I don't believe that. Will love not buy another day, Vidalia? I was cut free of earthly longing. Why did you have to give me a name? The light is almost gone now. They kiss. The wilted blossoms in her crown slowly open with color. They begin
PERSEUS	When you vanish, I'll find you.
VIDALIA	Close your eyes. 1
PERSEUS	I'd rather look at you.
VIDALIA	Do what I tell you. I'm going to give you a spell.
PERSEUS	Don't give away your secrets. You still have need of them.
VIDALIA	Let me give you this sliver of magic. I'll write it on your instinct. When the time comes, you'll know how to use it. She takes his head in her hands, pressing her forehead to In QUICK FLASHES: A white lid opens to a black eye. Feathered WHITE WINGS beat the air. Then: Racing over the surface of a blue SEA, and then down,
TIAMAT	How did he do this? They were not even to reach Medusa.
SET	Fate has begun to shift. The future ripples with uncertainty.
TIAMAT	Spare me your pitiful maundering! There is no Fate beyond my actions and no uncertainty in the face of my will. I meant only that the demigod bends the path without knowing it. He is ignorant of the rules, or unconcerned with them. She turns on him with such a violent look, he flinches.
TIAMAT	Then there shall be no rules! Prove to me you have not lost that which makes you most valuable. Set absorbs her tirade, stung.
SET	And Zeus... the others?
TIAMAT	I am your ally. That is all you need to know. Bloody your hands and rid me of this pestilence.
SET	You have liberated me, my Queen. Watch as your desires are quickly satisfied. Set disappears.
PERSEUS	Where is she?
AMOUN	This is my fault. I've permitted .this infatuation to progress too far.
PERSEUS	It is not yours to permit, Master... with respect. Vidalia comes down into the shrine, her apron full of
VIDALIA	Look what I've found for us -- She startles when she sees Amoun, dropping the berries. Have you forgotten Perseus is engaged to the Princessa?
PERSEUS	I won't marry Andromeda. Both Amoun and Vidalia are surprised.
AMOUN	If by some miracle you survive this encounter with Leviathan, the hand of the Princessa is your reward.
PERSEUS	I want no reward.
AMOUN	Are you so selfish? Would you risk everything for the foolish love of -- A BLAST of HOT DESERT WIND blows into the Shrine. The Amoun grabs his chest. Perseus and Vidalia crumple in SET THE VOID COMES INTO THE SHRINE. Amoun tries to splits open. Set points at Vidalia, slamming her into the earthen Still choking Vidalia, Set grabs Perseus' arm. Perseus Immobilized, Perseus watches her struggle and searches
PERSEUS	I am half God... and now is the time... Perseus rises. He cocks his arm and clobbers Set with an
CONTINUED:	Perseus slams the God down in a ghastly heap, which liquefies into thick black blood. It seeps into the Perseus rushes to embrace Vidalia, who is more evanescent
VIDALIA	I'm so sorry, Perseus. A look of brutal, determined resolve grows in Perseus' You faced a God in lethal combat... and vanquished him. Never have I heard of such a thing. He looks at her, mind racing, then lifts her as he
PERSEUS	We must go quickly now. He pulls the sickle from the marble with a BRINNG! The
PERSEUS	The combat has just begun.
FANTASOS	We invoke thee, Queen of the Deep. We attend thee only to listen and obey. Fantasos moves through smoke to an altar, on which is a seen.
FANTASOS	We serve your will so that we may be absorbed into your perfection... Holy of holies... Tiamat! The Sanctuary is suddenly filled with the VOICE of --
TIAMAT (V.0.)	Loyal servants... it may be an illusion, but the Idol seems to have taken on the most subtle of life. It does not move, but it
TIAMAT (V.0.)	You have sown the seeds of revolt. Now comes the harvest. My legions stand ready at the gates. Only one rite of consecration remains before the Ascension. Fantasos, closest to the Idol, flinches, buffeted by an
TIAMAT (V.0.)	The hour of sacrifice is upon us. Offer up the Princess Andromeda to Leviathan. After a moment, four CLOAKED REBELS slip through the open
L	Peshet enters, dagger held at her back. No sign of Andromeda.
PESHET	My lady? Princess Andromeda? She goes deeper into the rooms, then GASPS, looking off, Andromeda stands on the balustrade of her balcony, Peshet rushes to her but stops when Andromeda raises a
ANDROMEDA	Peshet, stop! I know what I am meant to do.
PESHET	My lady, please --
ANDROMEDA	I was afraid, Peshet. Afraid to understand that the fate of so many could rest with me.
PESHET	Princessa, give me your hand. Andromeda, please. Please.
ANDROMEDA	I'm not afraid anymore. I will do what I must. I will die so that they may live.
R	She turns, but Peshet leaps and grabs her, pulling her to
PESHET	I won't allow it, my lady. Today, you are only a Princess. One day your people may need a Queen ready to die for them. Peshet snatches up the dagger from where she dropped it.
PESHET C	Come, we have to hide you... right now. She stops, picks up Andromeda's knife and hands it to s
PESHET	Good.
ANDROMEDA	We must get to my mother and father. A VOICE from the darkness:
AGENOR (O.S.)	Your father is dead and your mother has been relieved of her suffering. The four Cloaked Rebels step into the light. Agenor
AGENOR	The Princessa is coming with us. She has a rendezvous to keep. Peshet WHIPS HER DAGGER through the air; it THUDS into
PESHET	Come and get her. Agenor and the other two circle Peshet. She moves with the Second Rebel --
AGENOR	Take the Princess -- alive! The Second Rebel circles around Peshet toward Andromeda.
PESHET	Run, Princess! Save yourself. Peshet leaps on the Third Rebel. Andromeda runs away from the Second Rebel, who easily
SECOND REBEL	You're not going anywhere, Your Highness. He grabs her in a bear hug from behind. She spins, tiny Peshet wins her struggle with the Third Rebel, sinking Andromeda WAILS at the sight. She is pinned beneath the shock to what they see.
FROM BEHIND THE GROUP	They're on a shelf above the wide, flat basin that lies what they live for. Spyros looks over at his adopted son.
SPYROS	If it should come to pass, tell your mother and sister I loved them much. Perseus reaches out and touches his foster father warmly.
PERSEUS	You'll have to tell them yourself. Vidalia's voice has become weaker.
VIDALIA	The people are frightened. But they can triumph.. They need only one thing. Perseus turns to her, a question on his face -- "Tell me... 11
VIDALIA	A hero. They're waiting for you, Perseus. Perseus looks back toward the city. At last, there is no
PERSEUS	I will not fail them. He turns toward the Goddess, but Vidalia is gone.
PERSEUS	Vidalia? No. It's too late. She's disappeared.
GONG.	Agenor brings Andromeda barefoot through the mud. The onlookers jostle for a better view, some spiteful, some sad, all curious. Agenor removes Andromeda's cloak, revealing her tattered inked on her naked back, streaked by rain. Agenor's thugs chain her to the winch at the precipice, ground. Agenor pulls Andromeda close and flashes a cruel grin.
ANDROMEDA'S POV	As she RISES: The cliff drops straight down the jagged O Leviathan, firstborn of the Deep, accept this offering of mortal flesh... for the exaltation of your Cosmic Mother. The Goddess is at the prow, looking toward the cliffs of Then... GONG! Fantasos continuing his incantations,
SPYROS	The sacrifice has begun.
PERSEUS	I must get to the cliffs!
SPYROS	How? They all look at what separates them from the city -- The GATES OF THE CITY swing open. Out march the giant A mile offshore, a BULGE OF WATER SWELLS and plows toward The Onlookers watch in terrified awe as the swell races closer. Leviathan explodes from the surface, too huge to be seen foot cliffs. The Kraken's jaws hurtle up at Andromeda. Onlookers At the apex of its surge, it SNAPS ITS JAWS SHUT with a
ANDROMEDA'S POV	The Kraken slips underwater and its vast shadow immediately begins to circle wide for another attempt. A white lid opens to a black eye... Feathered WINGS beat Perseus HEARS the BEATING OF THE WINGS and looks toward PEGASUS WHOOSHES over the treetops, BANKS and LANDS in
PERSEUS	May we all have a good ride today! He spurs Pegasus. it beats its wings, launching from the
MONGKE AND TAMBURLANE	Qi chin yang hung xian!
SPYROS	No shit. They raise their weapons and spur their horses down the
CONTINUED:	Andromeda manages to get herself swinging back and forth Leviathan grows huge as it leaps for her. UP, UP, UP. The monster slides back down, clutching the chain in its
UP ON THE PLATFORM	The chain unreels wildly, pulls tight... and rips the screaming death. A SHADOW glides over the shocked onlookers. One by one, PERSEUS AND PEGASUS descending. Perseus sees Andromeda The winch platform SLAMS into the cliff face, pulled by
PERSEUS' DIVING POV	Exactly the image he saw when Vidalia first planted the
BACK TO SCENE	Perseus and Pegasus arrive a moment before the crashing
FAR ABOVE	Perseus grips both the chain and the bag in his hand. Perseus, swimming with the raw power of a porpoise, dives Leviathan realizes it has lost the Princess. Huge eyes The wreck of a SUNKEN WHALER rests on the ocean floor. harpoon. Leviathan opens its huge jaws. Andromeda is sucked toward the maw. Perseus swims upward toward Leviathan's tail. Perseus -- at the same moment Leviathan inhales the unconscious Andromeda. Contact -- an ELECTRIC FLASH-POINT FLARES and a charge Andromeda out. The Kraken twists to lock its enraged gaze on Perseus. The monster thrashes, tries to turn -- but unbending Dead in the water, the grotesque mass sinks like a Perseus must swim like a God to snatch Andromeda from the -- and CRASHES in a cloud of silt, SHAKING THE OCEAN Tiamat raises her arms to the sky --
TIAMAT	I damn you, Zeus! You will hear my curses forever in the crash of Walls of water collapse, burying the Goddess, her ship, is gone. THE TIDE TURNS IN THE BATTLE as the Joppans and their creatures. Mongke and Tamburlane, in the center of the battle, find CHOOM! Perseus surfaces with Andromeda in his arms, he did with Anteros the fisherman?? Distraught, his muscles go taut around Andromeda, and a too, breathes again, relieved. For the first time since the start of the adventure, they
PERSEUS	Hello. Are you all right? She takes a moment, doing an inventory. Finally, she
ANDROMEDA	I think I am. He smiles. She'll never know how close they came to oblivion.
ANDROMEDA	Are you ready to become a king? His expression is kind, but unmistakable. "No." She accepts that, rueful.
PERSEUS	Are you ready to become a queen? She thinks about it, her face beginning to light with
ANDROMEDA	Yes. Yes, I am.
PERSEUS	Then you're ready to go home. Perseus raises one arm. The-AIR reverberates to a LOUD Pegasus takes off. TILT UP WITH them until they are lost Olympos. TWO FUNERAL PYRES burn. The citizens of Joppa, by the the afterlife. MOVING OVER THE CROWD, WE PUSH THROUGH the flame to find
A DISTANT POV OF THE QUEEN	The ceremony and the heavenly setting.
PERSEUS	Perseus views the scene from a nearby hill. Behind him, -- the equine suddenly WHINNIES and REARS UP. Just as ZEUS the Prime, God of Gods, an eagle perched on his arm.
ZEUS	Am I to understand you do not intend to make this union with the Queen Andromeda?
PERSEUS	Yes.
ZEUS	Despite my will and intention that you do so?
PERSEUS	Yes.
ZEUS	Would you choose to condemn Men, your own people, to suffer more of this devastating War?
PERSEUS	I have no people. You have stranded me between realms, neither man nor God. Do you reproach Zeus?
PERSEUS	No. I thank you... Father. Zeus, mighty God, reacts to the word. His expression
PERSEUS	You have freed me. I will not be a pawn for Men or Gods.
ZEUS	Does that absolve you suddenly of your responsibilities?
PERSEUS	You've made me understand that my responsibility is to myself. So it is with us all. You've put me to a great test. In the midst of it, I found the courage in my heart to defy Gods. I do not know how much of that comes from you, Father... and how much from my Mother, who I never knew. Zeus starts, subtly, at the mention of Queen Danae.
PERSEUS	It matters not. Whatever the source, I are only grateful. He looks off toward the funeral pyres and the human throng.
PERSEUS	This war will end the moment you choose for it to end... and Men agree. I think, perhaps, that is the free will that all realms share. Zeus looks at him, proud, yet wistful -- what an offspring, what a creation!
ZEUS	What will you do, Man of free will? Perseus motions Pegasus forward, and swings up onto his
PERSEUS	I'm going to find Vidalia.
ZEUS	So... my Son, you will be a pawn for love? Yes, Father, gladly. Perseus spurs Pegasus and launches into the sky. And
