CHARACTER	DIALOGUE
STEPHAN (CONT'D)	Go down to her. Say goodbye to her.
RACHEL	How can I? (Beat.) How can I? A TITLE reads: Kiev, Ukraine
RACHEL	Cigarettes please. FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 87.
WAITER	What can I get you?
RACHEL	Just a coffee.
RACHEL	At that moment, I don't think I was thinking about myself at all. I was thinking about my mother. I was thinking about how she had suffered in Europe. The FACES of the soldiers, moved by this. One raises a
SOLDIER	The same question to Mr. Peretz.
STEPHAN	Fuck him.
STEPHAN	Fuck him.
STEPHAN (CONT'D)	Hurry up. Rachel finishes her glass, starts to apply some eye makeup.
RACHEL	Go to bed, Sarah. Rachel stands against a wall, drunk, watching him as he SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 89.
RACHEL *	My own party and you're the only * friend I have... *
RACHEL (CONT'D) *	... all Stephen's friends. * Stephen's girlfriends.
RACHEL (CONT'D) *	And what kind of a friend are * you? I call you last night and... *
RACHEL (CONT'D) *	I thought the silence was for the * audience, I didn't know you'd * really lost your voice. *
DAVID *	Why do you call me? *
RACHEL *	What? *
DAVID *	You call me, at night, when * you're drunk. Why do you call me? *
RACHEL *	What are you...? *
DAVID *	Do you want us to fuck around * behind his back? Like he fucks * around behind yours? Is that what * you want? *
RACHEL *	I want a friend * SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 89A.
DAVID *	I don't want to be your friend. * (Beat) I'm leaving. *
RACHEL *	Good. I don't know why you * bothered coming if your just * going to... *
DAVID *	Come with me. *
RACHEL *	Where...whare are you going? *
DAVID *	It doesn't matter. Away from * Israel, away from this...poison. * I can't stand what it is doing to * us. Come with me. We'll go to * Spain. Or Italy... We can save * ourselves. * SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 90.
WIFE (O.S.) *	This is such a beautiful * photograph, Rachel. You look like * a pair of Angels. *
RACHEL *	Thank you. *
WIFE *	Isn't it lovely? *
HUSBAND *	You know you have to excuse us, * Michael... *
HUSBAND (CONT'D) *	...before he leaves, you * remember...? * RACHEL * You can't do this to me now. We * had our chance. We said we would * live with it. This is me living * with it. *
DAVID *	I'm in love with you, Rachel. I * want my life back so I can live * it with you. Come with me. *
RACHEL *	You can start again. You don't * have a child. You don't have * anyone. * SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 90A.
DAVID *	I thought I did. * Why can't we be happy? * FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 91.
RACHEL	Because we did a terrible thing.. *
STEPHAN *	There you are. *
RACHEL	Am I late? I'm sorry.... Can I place an advertisement?
RECEPTIONIST	100 grivna for twenty words. 5 grivna a word after that. Here... RECEPTIONIST Thanks.
RACHEL	This should cover it.
RECEPTIONIST	That's weird. I set the alarm.
BOYFRIEND	What?
RECEPTIONIST	The alarm's not on.
BOYFRIEND	Who gives a shit?
BOYFRIEND	The loot!
RECEPTIONIST	You can't!
BOYFRIEND	I'll put in an i-o-u...
BOYFRIEND (CONT'D)	"Andrei borrowed money to take Katia to Club Oxygen." He drops the note in the tin.
RECEPTIONIST	You're going to get fired.
BOYFRIEND	You're worth it.
RECEPTIONIST	You're going to get me fired!
BOYFRIEND	I'm worth it. BOYFRIEND What are you doing?
RECEPTIONIST	I'm tidying up.
BOYFRIEND	Are you working? Are you at work now?
RECEPTIONIST	No, I'm not working.
BOYFRIEND	So leave them.
RACHEL	He's at the BABENKO Hospital. It's outside Vinnycja. About a hundred and fifty miles south- west of you. What name is he going under?
RACHEL (O.S.)	Ivan Schevchuk. He's the right age.
STEPHAN	him?
RACHEL	Tomorrow. There's silence from the other end. Both know what this
STEPHAN (O.S.)	This will be over soon. And when it is...
STUDENT (O.S.)	What were you thinking at that moment?
STUDENT	Did you think you were going to die?
RACHEL	I'll tell you something. At that moment, when I was on the floor, I wasn't thinking about myself at all. I was thinking about my mother. And what she had suffered in Europe. I think that was what gave me the strength to get up again.
LECTURER	Well, I'm sure you'll all join me in thanking Ms Singer...
DAVID *	You look well. *
RACHEL	Does Stephan know you're here? * SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 100.
DAVID	I expect so. (Beat) I read about * him. How is he? *
RACHEL	The same. Different. Resigned to * life at a desk. He likes to play * the tragic hero... *
RACHEL (CONT'D)	Things became...very bad between * us. We try to stay civil for * Sarah. *
DAVID *	Have you met anyone else? *
RACHEL	No. Thank you for asking. There * was someone...but he left. And I * never heard from him again. * What are you doing here, David? *
DAVID *	I wrote you letters. *
RACHEL	Pity you didn't send any of them *
DAVID *	Rachel... *
RACHEL *	What is it? Thirty years...? *
DAVID *	I wanted to see you... *
RACHEL *	All that time...Not a single * word? *
DAVID *	Don't go. *
DAVID	I was ill for a while, Rachel. * I spent some time in ... in a * kind of hospital *
RACHEL	Where? *
DAVID *	Mexico * What were you doing in Mexico? *
DAVID *	Different jobs. Some teaching. * Whatever I could get. * DAVID * I travelled a lot. The States. * Most of South America. North * Africa.... I kept moving * Looking for him *
RACHEL	Who..? *
RACHEL (CONT'D) *	Why? * What would you have done if you * had found him..? *
DAVID *	I would have told the truth. I * would have gone to the newspaper, * and said "this is the Surgeon of * Birkenau." I could have finally * seen him face trial. *
RACHEL *	And what would have happened to * us? * FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09
DAVID *	We'd be free. Whatever happened * to us, it seemed to me we'd be * free. *
DAVID *	Don't you agree? Aren't you tired * of lying? Isn't that what you * would have done - if you'd found * him? *
RACHEL *	But it isn't just us. (Beat) It's * Sarah... *
RACHEL (CONT'D) *	She hasn't done anything wrong. *
DAVID *	No. *
RACHEL *	If the truth had come out she * would be destroyed. (Beat) * So...no, I wouldn't have told the * truth. * But you never found him *
DAVID *	No I never did. *
LECTURER *	Ms Singer? *
RACHEL *	Yes. Thank you... *
RACHEL(CONT'D) *	There's a car for me....(Putting * on her coat) Did you hear about * Sarah's book...? *
RACHEL *	The launch is tomorrow. Perhaps * you could come? I don't know if * Stephan will be there or not, * but... *
DAVID	If we could go back... if I'd * waited for you...if you'd * come...would it have been * different...? * FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 102.
RACHEL *	We can't go back.
DAVID	I'm sorry. *
RACHEL	Come tomorrow. We'll talk then? * FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 103.
RACHEL	Good morning. I'm here to visit Mr. Schevchuk? The man squints at her, checks his register an squints at
REGISTRAR	You're from the newspaper? Because I have a man's name here...
RACHEL	Oh, no, no. I'm Mr Schevchuk's niece. Anna Barova. I've been before, do you remember? REGISTRAR Well, our visiting hours haven't changed, I'm afraid. Eleven till one.
REGISTRAR (CONT'D)	Take a seat?
REGISTRAR	Mr. Schevchuk is in room 414. Visiting time starts at eleven o'clock. You can take a seat over there. FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 105.
IVAN SCHEVCHUK	Are you the journalist? (Beat) Do you know who I am?
RACHEL	No. No, I don't.
IVAN SCHEVCHUK	My name is Dieter Vogel. I am the Surgeon of Birkenau. (Beat) Have you heard of me?
RACHEL	Yes. I've heard of you.
IVAN SCHEVCHUK	I have killed thousands. You can take my photograph. The last photograph of the Surgeon of Birkenau?
NURSE	Hold the doors please. FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 108. ...It comes down to blood. We weren't afraid of power. It was our destiny. The slave races had bred with apes. But we Aryans are descendants of the Theozoa who come from another planet. We were born to rule and to...
STEPHAN	Yes? It isn't him. Stephan nods, a fixed smile on his face, covers the
STEPHAN	A family matter... Would you give me a moment?
STEPHAN (CONT'D)	You're sure?
RACHEL	It isn't him. It's over. FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 109. Thank God. Thank God. This is wonderful. This is...and you're okay? Rachel? You're alright, yes?
STEPHAN (O.S.)(CONT'D)	Rachel?
RACHEL	You were wrong.
STEPHAN (O.S.)	Well, thank God I was, but...
RACHEL	About David. You were wrong about him.
STEPHAN	About David? He didn't kill himself because he was afraid the story would come out.
RACHEL	When he came to see me, he was asking me for something.
STEPHAN (O.S.)	What?
RACHEL	My permission. And I didn't give it. I wouldn't let him tell the truth and he was tired of living with the lie. FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09
STEPHAN	Truth is a luxury, Rachel. Some people have to put other things first - their country, their people...their children...
STEPHAN (O.S.)	Sarah's so proud of you, Rachel. You have to think about her.
RACHEL	I want her to be proud of me. Of course you do.
RACHEL	I want to do something to make her proud of me.
STEPHAN	Rachel...? Rachel...? People have to know the truth, Stephan. David was right. Listen to me...
RACHEL	Goodbye. Rachel, listen to me...! FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 111.
ASSISTANT	Sir....?
LONG SHOT	From the other end of the corridor, as the small figure of
PULLING RACHEL	As she moves down another corridor.
VOGEL	Why did you come...? Why did you have to come? You didn't have to follow me.
VOGEL (CONT'D)	Was it Schevchuk? Did he talk?
VOGEL	I can stop him. I won't tell him anymore. (Almost pleading) Nobody needs to know.
VOGEL	You Jews never knew how to kill. Only how to die. FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 114. FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 115. FINAL SHOOTING SCRIPT WITH PINK AMENDMENTS - 26.03.09 116.
FADE OUT	
