film_title,bechdel_test,male_rating,male_num_reviews,female_rating,female_num_reviews,majority_reviewer_gender,gender_who_preferred,large_diff
Mysterious Skin,fail,7.7,29715,8,11926,male,female,FALSE
Napoleon Dynamite,fail,6.9,88312,6.9,23784,male,equal,FALSE
National Treasure,fail,6.8,145470,7,29277,male,female,FALSE
Nemmeno il destino,fail,6.9,106,7.5,21,male,female,TRUE
New York Minute,fail,4.1,5585,5.2,6659,female,female,TRUE
Nina,pass,6.7,451,6.9,107,male,female,FALSE
Nochnoy dozor (Night Watch),fail,6.5,31284,7,5498,male,female,TRUE
North and South,pass,8.1,1803,9.2,9604,female,female,TRUE
The Notebook,pass,7.8,138780,8.4,114973,male,female,TRUE
Notre musique,fail,7,1535,6.9,275,male,male,FALSE
Ocean's Twelve,fail,6.3,154297,6.6,30923,male,female,FALSE
Or,pass,7.2,639,7.2,156,male,equal,FALSE
Palindromes,fail,6.8,6144,6.7,1881,male,male,FALSE
The Phantom of the Opera,fail,7.1,33514,7.8,34453,equal,female,TRUE
The Place Promised in Our Early Days,fail,7.4,4288,7.4,833,male,equal,FALSE
The Polar Express,fail,6.5,55433,6.8,20521,male,female,FALSE
Primer,fail,7,38254,6.7,4253,male,male,FALSE
The Princess Diaries 2: Royal Engagement,pass,5,11337,6,19333,female,female,TRUE
Raising Helen,pass,5.7,9158,6.2,12859,female,female,TRUE
Ray,pass,7.8,59994,7.8,14281,male,equal,FALSE
Resident Evil: Apocalypse,pass,6.1,93294,6.6,14339,male,female,TRUE
Saved!,pass,6.8,18070,7.2,12485,male,female,TRUE
Saving Face,pass,7.4,2614,7.9,2972,female,female,TRUE
Saw,fail,7.7,168297,7.6,31203,male,male,FALSE
Say Yes Quickly,pass,4.3,16,2.6,7,male,male,TRUE
Scooby Doo 2: Monsters Unleashed,pass,4.8,16313,5.4,5239,male,female,TRUE
Secret Window,fail,6.5,73443,6.7,25344,male,female,FALSE
Shark Tale,fail,5.9,66320,6.2,23024,male,female,FALSE
Shaun of the Dead,pass,8,221316,8,42913,male,equal,FALSE
Shimotsuma monogatari (Kamikaze Girls),pass,7.3,2875,7.8,1243,male,female,TRUE
Shrek 2,pass,7.2,149832,7.4,46031,male,female,FALSE
Sideways,pass,7.7,88162,7.2,18710,male,male,TRUE
Sky Captain and the World of Tomorrow,pass,6.1,45431,6,8305,male,male,FALSE
Spanglish,pass,6.5,34450,6.5,13166,male,equal,FALSE
Speak,pass,7.4,5564,7.7,7902,female,female,FALSE
Spider-Man 2,fail,7.4,200261,7.2,35746,male,male,FALSE
The Spirit of Jeet Kune Do,fail,7.6,1306,7.6,164,male,equal,FALSE
The Stepford Wives,pass,5.1,23448,5.5,11743,male,female,TRUE
Tales From The Crapper,pass,4.2,302,5.5,37,male,female,TRUE
Taxi,pass,4.2,18362,5.1,4234,male,female,TRUE
Team America: World Police,fail,7.3,84566,6.9,10444,male,male,TRUE
Terkel i knibe,fail,7.1,4326,7.3,759,male,female,FALSE
The Terminal,fail,7.3,153018,7.2,40252,male,male,FALSE
They Came Back,pass,5.9,1301,5.9,270,male,equal,FALSE
The Third Society,fail,3.8,50,4.4,14,male,female,TRUE
Three... Extremes,pass,7.1,9360,7.3,2251,male,female,FALSE
Tropical Malady,fail,7.2,2030,7.2,281,male,equal,FALSE
Troy,fail,7.2,195440,7.1,44528,male,male,FALSE
Van Helsing,pass,5.9,100241,6.2,22454,male,female,FALSE
Vera Drake,pass,7.7,10810,7.7,3692,male,equal,FALSE
The Village,pass,6.5,105859,6.7,28015,male,female,FALSE
White Chicks,pass,5.1,46974,5.9,18072,male,female,TRUE
The Whole Ten Yards,fail,5.4,28156,5.7,5365,male,female,FALSE
Wimbledon,pass,6.3,24806,6.5,12717,male,female,FALSE
With Blood on My Hands: Pusher II,pass,7.3,7483,7.3,705,male,equal,FALSE
2 Fast 2 Furious,fail,5.6,96071,5.9,13747,male,female,TRUE
21 grams,pass,7.8,108728,7.8,23495,male,equal,FALSE
2LDK,pass,7,1896,7.4,386,male,female,TRUE
A Tale of Two Sisters,pass,7.3,22667,7.5,7572,male,female,FALSE
Angels in America,pass,8.2,11426,8.5,4604,male,female,TRUE
Apres Vous,pass,6.5,1545,6.7,518,male,female,FALSE
The Barbarian Invasions,pass,7.7,14862,7.7,3221,male,equal,FALSE
The Best of Youth,pass,8.5,9157,8.5,2647,male,equal,FALSE
Big Fish,fail,8,194648,8.1,64123,male,female,FALSE
The Blind Swordsman: Zatoichi,fail,7.6,26648,7.7,2952,male,female,FALSE
Bon voyage,pass,6.9,2360,7,665,male,female,FALSE
Bruce Almighty,pass,6.7,151011,6.7,37441,male,equal,FALSE
Calendar Girls,pass,6.7,7724,7.2,5618,male,female,TRUE
Camp,pass,6.4,2330,6.5,1352,male,female,FALSE
Casa de los babys,pass,6.6,973,6.4,412,male,male,FALSE
Charlie's Angels: Full Throttle,pass,4.6,55835,5.3,16396,male,female,TRUE
Coffee and Cigarettes,pass,7,23863,7.2,6805,male,female,FALSE
Cold Mountain,pass,7.2,59528,7.4,25514,male,female,FALSE
The Core,pass,5.4,48135,5.5,7060,male,female,FALSE
Cradle 2 the Grave,fail,5.7,22640,5.9,1918,male,female,FALSE
Daddy Day Care,pass,5.4,24468,5.8,8624,male,female,TRUE
Daredevil,fail,5.4,97328,5.4,16320,male,equal,FALSE
Darkness Falls,fail,4.8,14411,5.2,3845,male,female,TRUE
Green Butchers,fail,7.3,7232,7.6,1627,male,female,FALSE
Dead Like Me,pass,8.1,15977,8.3,10925,male,female,FALSE
Distant Lights (Lichter),pass,7.8,1093,7.9,208,male,female,FALSE
Dogville,pass,8,57210,8.1,17297,male,female,FALSE
Down With Love,pass,6.2,12916,6.5,10845,male,female,FALSE
Dreamcatcher,fail,5.5,44723,5.4,8827,male,male,FALSE
The Dreamers,fail,7.1,36694,7.4,14685,male,female,TRUE
Elephant,pass,7.2,40956,7.2,10464,male,equal,FALSE
Final Destination 2,pass,6.2,68675,6.2,14680,male,equal,FALSE
Finding Nemo,fail,8.1,291194,8.4,101922,male,female,TRUE
The Five Obstructions,fail,7.5,3893,7.6,705,male,female,FALSE
The Forest for the Trees,pass,7.4,495,7.5,110,male,female,FALSE
Freaky Friday,pass,6,36956,6.4,26607,male,female,TRUE
Girl with a Pearl Earring,pass,6.9,22383,7.1,19372,male,female,FALSE
Girls Will Be Girls,pass,6.9,697,6.9,196,male,equal,FALSE
Goodbye Lenin!,pass,7.7,59301,7.9,20723,male,female,FALSE
Gothika,pass,5.7,47889,6.1,16171,male,female,TRUE
Heung joh chow heung yau chow (Turn Left Turn Right),pass,6.8,690,7.2,377,male,female,TRUE
Holes,fail,7,25718,7.4,10856,male,female,TRUE
Hollywood Homicide,fail,5.3,19359,5.4,3350,male,female,FALSE
House of Sand and Fog,pass,7.7,33494,7.6,8616,male,male,FALSE
House of the Dead,fail,2,21883,2,2618,male,equal,FALSE
How to Lose a Guy in 10 Days,fail,6,49255,6.7,45479,equal,female,TRUE
Hulk,fail,5.7,123442,5.4,15581,male,male,FALSE
I Capture the Castle,pass,6.9,1487,7.3,2234,female,female,TRUE
Identity,fail,7.3,98106,7.4,22493,male,female,FALSE
In the Cut,pass,5.2,10194,5.6,3169,male,female,TRUE
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,fail,7.9,6921,8.1,1098,male,female,FALSE
It's Better to Be Wanted for Murder Than Not to Be Wanted at All,fail,5.5,21,5.7,7,male,female,FALSE
The Italian Job,fail,7,167944,7.1,28355,male,female,FALSE
Jeepers Creepers II,pass,5.5,25156,5.5,5101,male,equal,FALSE
The Jungle Book 2,fail,5.2,5189,5.6,2224,male,female,TRUE
Kill Bill: Vol. 1,pass,8.2,366308,8.1,76031,male,male,FALSE
Lara Croft Tomb Raider: The Cradle of Life,fail,5.4,54896,5.8,13026,male,female,TRUE
The Last Samurai,fail,7.8,182287,7.6,27070,male,male,FALSE
Le divorce,pass,4.9,3838,5,3163,male,female,FALSE
The League of Extraordinary Gentlemen,fail,5.7,78588,6,13970,male,female,FALSE
Legally Blonde 2: Red White & Blonde,pass,4.1,15809,4.9,12421,male,female,TRUE
Les triplettes de Belleville,pass,7.8,22100,8.1,6923,male,female,FALSE
The Lord of the Rings: The Return of the King,fail,8.9,595658,8.9,136883,male,equal,FALSE
Lost In Translation,pass,7.9,170690,7.6,48171,male,male,TRUE
Love Actually,pass,7.6,130731,8,82690,male,female,TRUE
Malibu Spring Break,pass,2.2,196,2.2,38,male,equal,FALSE
The Man Who Copied,fail,7.8,3865,7.8,633,male,equal,FALSE
Master and Commander: The Far Side of the World,fail,7.4,104571,7.3,14830,male,male,FALSE
The Matrix Reloaded,pass,7.2,248361,7,36242,male,male,FALSE
The Matrix Revolutions,pass,6.7,218435,6.6,30082,male,male,FALSE
The Missing,pass,6.4,15457,6.7,3619,male,female,FALSE
Moi et mon blanc,fail,6.9,30,5.1,6,male,male,TRUE
Mona Lisa Smile,pass,6.1,19875,6.6,23009,female,female,TRUE
Monster,pass,7.3,53284,7.5,18398,male,female,FALSE
The Mother,pass,6.8,1699,7,877,male,female,FALSE
Mystic River,pass,8,198680,7.9,40858,male,male,FALSE
Nothing,fail,6.3,3183,6.5,617,male,female,FALSE
Oldboy,fail,8.4,191059,8.3,28771,male,male,FALSE
Ong-bak,fail,7.2,40914,7.1,2872,male,male,FALSE
Peter Pan,pass,6.6,19161,7.5,16843,male,female,TRUE
Pirates of the Caribbean: The Curse of the Black Pearl,fail,8,381232,8.3,115427,male,female,TRUE
Prey for Rock & Roll,pass,6.1,825,6.8,500,male,female,TRUE
Pride and Prejudice,pass,5.4,478,5.4,980,female,equal,FALSE
Rats,pass,3.3,524,4,97,male,female,TRUE
The Recruit,fail,6.6,70635,6.7,9471,male,female,FALSE
The Room,pass,3.4,14476,3.4,2730,male,equal,FALSE
Runaway Jury,fail,7.1,46489,7.2,10088,male,female,FALSE
S.W.A.T.,pass,5.9,75684,6.2,10370,male,female,FALSE
Scary Godmother: Halloween Spooktakular,pass,6.7,99,8.2,107,equal,female,TRUE
Scary Movie 3,pass,5.4,65104,5.3,11569,male,male,FALSE
The School of Rock,pass,7.1,106905,7,28305,male,male,FALSE
Secondhand Lions,fail,7.5,22461,7.9,8007,male,female,TRUE
Shanghai Knights,fail,6.2,46045,6.2,7287,male,equal,FALSE
Shattered Glass,fail,7.3,16234,7.3,5028,male,equal,FALSE
Sinbad: Legend of the Seven Seas,fail,6.6,16373,6.9,7039,male,female,TRUE
Something's Gotta Give,pass,6.7,41222,6.9,22283,male,female,FALSE
Spring Summer Fall Winter... and Spring,fail,8.1,32348,8.1,8492,male,equal,FALSE
Spy Kids 3-D: Game Over,pass,4,20734,4.5,5300,male,female,TRUE
Stara basn. Kiedy slonce bylo bogiem (An Ancient Tale: When the Sun was God),fail,5.3,482,5.4,104,male,female,FALSE
Sunset Story,pass,7.2,64,7.6,31,male,female,TRUE
Swimming Pool,pass,6.7,19889,6.8,4608,male,female,FALSE
Terminator 3: Rise of the Machines,pass,6.4,175154,6.2,18451,male,male,FALSE
Thirteen,pass,6.8,28582,7.2,19193,male,female,TRUE
Timeline,fail,5.5,32117,6,7544,male,female,TRUE
Tokyo Godfathers,pass,7.8,8707,8,2462,male,female,FALSE
Tough Luck,fail,6.2,342,7,187,male,female,TRUE
Undead,pass,5.6,7689,5.6,898,male,equal,FALSE
Under the Tuscan Sun,pass,6.5,11640,7.1,12295,equal,female,TRUE
Underworld,pass,6.9,116864,7.2,25900,male,female,FALSE
Uptown Girls,pass,5.6,7635,6.3,12110,female,female,TRUE
View from the Top,pass,5.1,9122,5.3,5254,male,female,FALSE
Voices of a Distant Star,fail,7.6,3011,7.8,525,male,female,FALSE
Wrong Turn,pass,6.1,48621,6.1,11376,male,equal,FALSE
X2 (X-Men 2),pass,7.5,204998,7.6,39373,male,female,FALSE
24 Hour Party People,fail,7.4,15453,7.3,3365,male,male,FALSE
25th Hour,fail,7.7,96133,7.7,14329,male,equal,FALSE
28 Days Later...,pass,7.7,169353,7.7,31556,male,equal,FALSE
8 femmes,pass,7,11270,7.3,5198,male,female,FALSE
8 Mile,fail,6.9,96567,6.7,21788,male,male,FALSE
A Walk to Remember,pass,7.3,51699,7.6,52667,equal,female,FALSE
About Schmidt,fail,7.2,61737,7,14946,male,male,FALSE
Adaptation,pass,7.8,81389,7.5,16863,male,male,FALSE
The Adventures of Pluto Nash,fail,3.7,13150,3.7,1414,male,equal,FALSE
All or Nothing,pass,7.5,4561,7.6,1009,male,female,FALSE
Amandla! A Revolution in Four Part Harmony,pass,7.3,294,7.4,91,male,female,FALSE
Antwone Fisher,fail,7.3,14827,7.5,3145,male,female,FALSE
Armitage: Dual Matrix,fail,6.4,453,6.6,61,male,female,FALSE
Austin Powers in Goldmember,fail,6.2,95020,5.9,16595,male,male,FALSE
Bang Bang You're Dead,fail,7.9,6092,8.4,2134,male,female,TRUE
The Banger Sisters,pass,5.4,5261,5.8,3370,male,female,TRUE
Barbie as Rapunzel,fail,4.8,529,6.4,1077,female,female,TRUE
Below,fail,6.2,10679,6.3,1523,male,female,FALSE
Bend It Like Beckham,pass,6.6,38723,7.1,22315,male,female,TRUE
Blade II,fail,6.7,91165,6.6,11628,male,male,FALSE
Blue Crush,pass,5.5,12165,5.9,6280,male,female,TRUE
The Bourne Identity,fail,7.9,224054,7.8,36109,male,male,FALSE
Cabin Fever,pass,5.6,35852,5.5,7965,male,male,FALSE
Carrie,pass,5.4,3757,5.7,1691,male,female,FALSE
Catch Me If You Can,fail,8,234004,8,60936,male,equal,FALSE
Chicago,pass,7,71773,7.6,42681,male,female,TRUE
City of God,fail,8.8,297229,8.5,44836,male,male,TRUE
The Coast Guard,fail,6.5,1757,6.7,270,male,female,FALSE
Crossroads,pass,2.8,14326,3.8,10488,male,female,TRUE
Cube2: Hypercube,pass,5.6,29460,5.8,4495,male,female,FALSE
Cypher,fail,6.9,18301,6.8,1974,male,male,FALSE
The Dangerous Lives of Altar Boys,fail,7,6245,7.3,2569,male,female,FALSE
Dark Water (Honogurai mizu no soko kara),pass,6.7,13357,6.7,4096,male,equal,FALSE
Death to Smoochy,fail,6.4,20191,6.5,4511,male,female,FALSE
demonlover,pass,5.8,2368,5.7,405,male,male,FALSE
Die Another Day,fail,6.1,99439,6.1,12014,male,equal,FALSE
Divine Secrets of the Ya-Ya Sisterhood,pass,5.4,4805,6.5,5591,female,female,TRUE
Drumline,fail,5.4,13955,5.8,6953,male,female,TRUE
Equilibrium,fail,7.6,159624,7.8,24198,male,female,FALSE
Far from Heaven,pass,7.5,18213,7.4,6526,male,male,FALSE
Frida,fail,7.2,25767,7.8,15868,male,female,TRUE
Cold as Summer,pass,7,92,6.9,34,male,male,FALSE
Funny Ha Ha,pass,6.4,1103,6.2,258,male,male,FALSE
Gangs of New York,fail,7.6,170566,7.3,31573,male,male,FALSE
Gerry,fail,6.2,9084,6.3,1812,male,female,FALSE
The Good Girl,pass,6.5,16755,6.5,9782,male,equal,FALSE
Harry Potter and the Chamber of Secrets,pass,7.2,176974,7.8,68793,male,female,TRUE
High Crimes,pass,6.2,16365,6.6,3872,male,female,TRUE
Home Room,pass,7.3,1333,7.6,895,male,female,FALSE
The Hot Chick,pass,5.3,37591,5.9,15100,male,female,TRUE
The Hours,pass,7.5,44322,7.8,26148,male,female,FALSE
The Hunchback of Notre Dame II,fail,4.5,1360,5,966,male,female,TRUE
I Spy,fail,5.4,26840,5.3,3132,male,male,FALSE
I'm with Lucy,fail,5.9,1220,6.1,1050,male,female,FALSE
Ice Age,fail,7.5,156024,7.8,46584,male,female,FALSE
Igby Goes Down,fail,7,15452,7.2,6011,male,female,FALSE
The Importance of Being Earnest,pass,6.7,6358,7.1,6479,equal,female,TRUE
Insomnia,fail,7.2,127910,7,18548,male,male,FALSE
Intimate Stories,pass,7.5,2268,7.7,470,male,female,FALSE
Irreversible,fail,7.4,48495,7.4,8852,male,equal,FALSE
Is It College Yet?,pass,8,841,8.3,519,male,female,TRUE
Lilo and Stitch,pass,7,45831,7.4,20093,male,female,TRUE
Lilya 4-Ever,pass,7.9,19300,8,6072,male,female,FALSE
The Lord of the Rings: The Two Towers,fail,8.8,524824,8.7,126979,male,male,FALSE
Low-Flying Aircraft,pass,6.3,88,5.5,16,male,male,TRUE
The Magdalene Sisters,pass,7.7,10363,8.1,5027,male,female,TRUE
Maggie and Annie,pass,4.3,53,4.3,110,female,equal,FALSE
Maid in Manhattan,pass,4.6,22728,5.2,23424,equal,female,TRUE
Marion Bridge,pass,6.9,602,7.3,285,male,female,TRUE
May,pass,6.7,13258,6.8,5270,male,female,FALSE
Men in Black II,fail,5.9,137394,6.2,24390,male,female,FALSE
Minority Report,fail,7.7,223849,7.6,37353,male,male,FALSE
Mr Deeds,fail,5.8,60101,5.7,13391,male,male,FALSE
My Big Fat Greek Wedding,pass,6.4,42971,6.9,24393,male,female,TRUE
Naqoyqatsi,fail,6.6,2402,6.9,274,male,female,TRUE
Neko no ongaeshi (The cat returns),pass,7.2,11588,7.5,6435,male,female,FALSE
Panic Room,pass,6.8,109242,6.8,28331,male,equal,FALSE
Phone Booth,fail,7.1,117038,6.9,20779,male,male,FALSE
The Powerpuff Girls,pass,6.3,3965,6.7,1343,male,female,TRUE
Punch-Drunk Love,fail,7.4,59852,6.7,10727,male,male,TRUE
Queen of the Damned,pass,4.9,20103,5.9,10754,male,female,TRUE
The Quiet American,fail,7.1,14096,7.1,2858,male,equal,FALSE
Rabbit-Proof Fence,pass,7.4,12226,7.8,4174,male,female,TRUE
Real Women Have Curves,pass,6.8,2506,7.3,1784,male,female,TRUE
Red Dragon,fail,7.2,118174,7.3,24085,male,female,FALSE
Reign of Fire,fail,6.1,64957,6.2,10122,male,female,FALSE
Resident Evil,pass,6.7,118762,7,19732,male,female,FALSE
The Ring,pass,7.1,124389,7.1,34320,male,equal,FALSE
Ripley's Game,fail,6.7,8844,6.6,1471,male,male,FALSE
Road to Perdition,fail,7.8,122305,7.6,17330,male,male,FALSE
The Rules of Attraction,pass,6.8,25878,6.5,6992,male,male,FALSE
S1m0ne,pass,6.1,31181,6,7272,male,male,FALSE
The Santa Clause 2,fail,5.3,15119,5.9,6619,male,female,TRUE
Scooby-Doo,pass,4.8,34867,5.3,11179,male,female,TRUE
Secretary,pass,7,31810,7.6,14009,male,female,TRUE
Signs,fail,6.7,155586,6.7,33206,male,equal,FALSE
Snow Dogs,fail,4.9,10052,5.5,3307,male,female,TRUE
Solaris,fail,6.3,41861,5.9,6464,male,male,TRUE
Spider-Man,fail,7.3,275251,7.2,55887,male,male,FALSE
Spirit: Stallion of the Cimarron,fail,6.7,16184,7.3,9430,male,female,TRUE
Spun,pass,6.8,20204,6.9,4139,male,female,FALSE
Spy Kids 2: Island of Lost Dreams,pass,5,22930,5.3,6245,male,female,FALSE
Star Trek: Nemesis,fail,6.4,33589,6.5,4213,male,female,FALSE
Star Wars: Episode II - Attack of the Clones,pass,6.8,233445,6.7,36924,male,male,FALSE
The Sweetest Thing,pass,4.8,20414,5.4,11964,male,female,TRUE
Sympathy for Mr. Vengeance,pass,7.7,27835,7.8,3473,male,female,FALSE
Tan de repente,pass,6.5,407,6.1,139,male,male,TRUE
Teknolust,pass,5.1,601,5.9,163,male,female,TRUE
Ten,pass,7.4,3008,7.5,594,male,female,FALSE
They,pass,4.8,6201,4.7,1497,male,male,FALSE
Tipping the Velvet,pass,7.7,1461,8.2,2890,female,female,TRUE
The Transporter,fail,6.8,141502,6.8,17824,male,equal,FALSE
Treasure Planet,fail,6.9,30107,7.2,10534,male,female,FALSE
Tuck Everlasting,pass,6.4,4749,7,7695,female,female,TRUE
The Tuxedo,fail,5.2,35738,5.2,5513,male,equal,FALSE
The Twilight Samurai,pass,8.2,11562,7.7,1558,male,male,TRUE
Two Weeks Notice,pass,5.8,28894,6.3,27697,equal,female,TRUE
Undercover Brother,pass,5.8,19675,5.7,2559,male,male,FALSE
Waking Up in Reno,pass,5.5,2678,5.6,722,male,female,FALSE
We Were Soldiers,pass,7.1,60245,7.1,5258,male,equal,FALSE
Whale Rider,pass,7.6,17313,7.9,6922,male,female,TRUE
White Oleander,pass,7,8890,7.5,9171,equal,female,TRUE
Wilbur Wants to Kill Himself,pass,6.9,3593,7.2,1398,male,female,FALSE
WiseGirls,pass,5.8,1339,5.8,449,male,equal,FALSE
xXx,fail,5.8,86766,5.9,12322,male,female,FALSE
Ying xiong (Hero),pass,7.9,94190,8,14782,male,female,FALSE
Yossi & Jagger,fail,7.4,2672,7.5,696,male,female,FALSE
The 51st State,fail,6.3,29343,6.4,2872,male,female,FALSE
A Beautiful Mind,fail,8.2,266284,8.2,71472,male,equal,FALSE
A Knight's Tale,fail,6.8,68892,7.2,25182,male,female,TRUE
Along Came A Spider,pass,6.3,33797,6.4,6490,male,female,FALSE
Amazons and Gladiators,pass,3,664,3,165,male,equal,FALSE
Amelie,pass,8.4,234440,8.6,93639,male,female,FALSE
American Outlaws,fail,5.8,6967,6.6,1890,male,female,TRUE
Antitrust,fail,6.1,15424,6.1,2727,male,equal,FALSE
Arite hime/Princess Arete,pass,7.1,143,5.9,30,male,male,TRUE
Artificial Intelligence: AI,fail,7.1,129629,7.2,29680,male,female,FALSE
Atlantis: The Lost Empire,fail,6.6,31434,6.9,11312,male,female,TRUE
Baran,fail,7.8,3127,7.9,808,male,female,FALSE
Black Hawk Down,fail,7.8,173678,7.5,20286,male,male,FALSE
Blow,fail,7.7,110179,7.5,25032,male,male,FALSE
The Breed,fail,4.7,1358,5.3,368,male,female,TRUE
Bridget Jones's Diary,pass,6.4,58454,7.3,49178,male,female,TRUE
Brotherhood of the Wolf,fail,7.1,31562,7.1,5023,male,equal,FALSE
Cowboy Bebop: The Movie,pass,7.9,17008,7.9,2384,male,equal,FALSE
Don't Say A Word,pass,6.2,21443,6.5,5998,male,female,FALSE
Donnie Darko,pass,8.1,298872,8.2,76364,male,female,FALSE
Dr. Dolittle 2,pass,4.5,18418,4.9,4856,male,female,TRUE
Elvira's Haunted Hills,pass,5.7,1083,6.1,257,male,female,TRUE
Epoch,fail,4.7,1176,5.7,154,male,female,TRUE
Escanaba in da Moonlight,fail,6.2,840,7.1,208,male,female,TRUE
Evolution,pass,6,62755,6,10047,male,equal,FALSE
The Fast and the Furious,fail,6.5,141504,6.7,23115,male,female,FALSE
Fat Girl,pass,6.4,4108,6.6,1354,male,female,FALSE
Finder's Fee,fail,6.5,1111,6.7,256,male,female,FALSE
From Hell,pass,6.8,66043,7,19867,male,female,FALSE
Ghost World,pass,7.5,48678,7.5,17639,male,equal,FALSE
Ghosts of Mars,pass,4.9,27593,4.9,2823,male,equal,FALSE
The Glass House,pass,5.7,12720,5.9,5176,male,female,FALSE
Go,fail,7.7,1239,8,389,male,female,FALSE
Gosford Park,pass,7.3,32885,7.6,12148,male,female,FALSE
Goyangileul butaghae (Take Care of My Cat),pass,7.4,1106,7.6,311,male,female,FALSE
Gypsy 83,pass,6.9,533,7.6,412,male,female,TRUE
Hannibal,pass,6.7,118559,6.8,24360,male,female,FALSE
Harry Potter and the Sorcerer's Stone,pass,7.3,200475,8,76796,male,female,TRUE
He Died with a Felafel in His Hand,pass,7,1376,7.2,451,male,female,FALSE
Hedwig and the Angry Inch,pass,7.7,12073,8.1,6501,male,female,TRUE
The Hidden Half (Nimeh-ye penhan),pass,7.1,335,7.2,110,male,female,FALSE
High Heels and Low Lifes,pass,6.2,1792,6.3,416,male,female,FALSE
Hitched,pass,5.3,141,6.1,53,male,female,TRUE
Human Nature,pass,6.4,9343,6.4,1808,male,equal,FALSE
Hundstage,pass,7,2923,6.9,511,male,male,FALSE
I Am Sam,pass,7.5,59949,7.9,27945,male,female,TRUE
Impostor,fail,6.2,12953,6.3,1538,male,female,FALSE
In the Time of the Butterflies,pass,6.6,781,7.2,468,male,female,TRUE
Jason X,pass,4.3,23832,4.2,2721,male,male,FALSE
Jay and Silent Bob Strike Back,pass,6.9,80426,6.7,11226,male,male,FALSE
Jeepers Creepers,pass,6,46029,6.1,10210,male,female,FALSE
Josie and the Pussycats,pass,5.1,8821,5.5,4730,male,female,TRUE
Kate & Leopold,fail,6.2,25028,6.5,19416,male,female,FALSE
Kiss of the Dragon,fail,6.6,35362,6.5,3307,male,male,FALSE
Kissing Jessica Stein,pass,6.7,5569,6.7,3927,male,equal,FALSE
One Man Up,fail,7.3,852,7.4,112,male,female,FALSE
L.I.E.,fail,7.2,4725,7.1,1231,male,male,FALSE
La fille de Keltoum,pass,7.3,125,7.8,60,male,female,TRUE
Lagaan - Once Upon a Time in India,pass,8.4,25755,8.1,3607,male,male,TRUE
Lara Croft: Tomb Raider,fail,5.6,83424,6,19249,male,female,TRUE
Late Marriage,fail,7.3,1355,7,422,male,male,FALSE
Le fate ignoranti,pass,7.3,3374,7.9,1458,male,female,TRUE
Legally Blonde,pass,5.9,44860,6.7,32484,male,female,TRUE
The Legend of Suriyothai,pass,6.5,983,7.1,255,male,female,TRUE
The Lord of the Rings: The Fellowship of the Ring,fail,8.8,594618,8.8,146065,male,equal,FALSE
Lost and Delirious,pass,6.9,6311,7.3,5580,male,female,TRUE
Lovely and Amazing,pass,6.8,2633,7,1342,male,female,FALSE
Lucky Girl (a.k.a. My Daughter's Secret Life),pass,7,587,6.8,171,male,male,FALSE
The Majestic,fail,6.9,26438,6.8,4670,male,male,FALSE
Manic,pass,7.4,4122,7.6,2228,male,female,FALSE
Me Without You,pass,6.5,1216,7.4,1375,female,female,TRUE
Millennium Actress,fail,7.9,7085,7.9,1768,male,equal,FALSE
Miss Minoes (a.k.a Undercover Kitty),pass,6.9,1751,7.2,747,male,female,FALSE
The Mists of Avalon,pass,6.6,2574,7.4,2572,equal,female,TRUE
Monkeybone,pass,4.6,7959,4.9,1962,male,female,TRUE
Monsoon Wedding,pass,7.3,9434,7.6,3990,male,female,FALSE
Monsters Inc.,fail,8,243852,8.2,80362,male,female,FALSE
Mostly Martha,pass,7.3,3056,7.6,1644,male,female,FALSE
Moulin Rouge!,pass,7.5,92065,8.1,63304,male,female,TRUE
Mulholland Dr.,pass,8,131021,7.7,27519,male,male,FALSE
The Mystic Masseur,fail,5.8,225,6.4,69,male,female,TRUE
Nowhere in Africa,pass,7.6,5779,7.9,1811,male,female,TRUE
Ocean's Eleven,fail,7.8,206332,7.8,44944,male,equal,FALSE
The One,fail,5.9,52815,6,4921,male,female,FALSE
Osmosis Jones,pass,6.2,14082,6.2,2832,male,equal,FALSE
The Others,pass,7.6,133992,7.7,47294,male,female,FALSE
Pearl Harbor,fail,5.8,130551,6.6,34029,male,female,TRUE
The Piano Teacher,pass,7.4,18119,7.4,6464,male,equal,FALSE
The Princess Diaries,pass,5.6,24896,6.7,31062,female,female,TRUE
Read My Lips,pass,7.4,5911,7.4,1592,male,equal,FALSE
Riding in Cars with Boys,pass,6.2,8254,6.8,7650,equal,female,TRUE
The Royal Tenenbaums,pass,7.6,104997,7.7,29888,male,female,FALSE
Samsara,fail,7.7,2779,7.8,762,male,female,FALSE
Save the Last Dance,pass,5.7,15740,6.6,16919,equal,female,TRUE
Shallow Hal,pass,5.9,57576,5.9,19429,male,equal,FALSE
Shaolin Soccer,fail,7.3,33343,7.3,3751,male,equal,FALSE
Shrek,fail,7.9,220447,8,68629,male,female,FALSE
Slashers,pass,5.6,683,6.5,109,male,female,TRUE
Someone Like You...,pass,5.8,7174,6.4,6043,male,female,TRUE
Spirited Away,pass,8.6,176207,8.8,62170,male,female,FALSE
Spy Kids,pass,5.3,42960,5.6,12427,male,female,FALSE
Suicide Club,pass,6.7,8196,6.7,2258,male,equal,FALSE
Super Troopers,fail,7.1,47389,6.9,5722,male,male,FALSE
Tanguy,fail,6.4,3015,6.6,745,male,female,FALSE
