M	CHARACTER	DIALOGUE
M	KEPHEUS	Listen to me. By the time this is over, your mother and I may well be gone. But I guarantee the day is coming when Joppa will know glory under Queen Andromeda. She embraces him, head upon his shoulder, where he can't
F	ANDROMEDA	Be at peace, Father, I will not cause you any more sadness than I already have.
M	REMAINING	The exhausted Expedition is now six: Perseus, Vidalia, Amoun, Spyros, Mongke, and Tamburlane. They've stopped at a well beside a MILESTONE. Spyros studies the ancient words carved into the Eleven stadia to the South... What is 'Polis of Jove Pater'? I'm ignorant of this.
M	AMOUN	Jove the Father is another name by which Zeus was known. This milestone dates from when city states were named for their patron deities. Perseus, filling his canteen, peers at the marker as
M	AMOUN	'The Polis of Jove Pater' is the ancient name of --
M	PERSEUS	-- Joppa.
M	AMOUN	Yes, Joppa... once the most sacred site in the worship of Jove.
M	PERSEUS	Tiamat chooses the city of Zeus to take hostage. She compels the people to make human sacrifice of the Princess Andromeda...
M	AMOUN	. and transforms Joppa into the new church of Tiamat. The ancient abode of Zeus... becomes the new home of Tiamat, granting her sway to supplant him as the God of Gods. You can't allow Tiamat to rule Olympos. Perseus holds her look. "No," he won't let that happen.
M	PERSEUS	Father, we've seen much on this journey we cannot hold in our hands. Yet these things are real enough. At each turn, we find monsters and Gods.
M	SPYROS	Yes, the evidence is everywhere once we leave our island. That's why I so rarely leave. These Gods, what do you make of them?
M	PERSEUS	As you always said, they're petty, vengeful... and dangerous.
M	SPYROS	Yes, as bad as men. And would you have that sort guide your life?
M	PERSEUS	No. Men must be accountable to themselves. Otherwise we serve poor masters.
M	SPYROS	That's my boy. Amoun rides up.
M	AMOUN	We should stop for the night.
M	PERSEUS	We must keep moving. Time is running out.
M	SPYROS	If we don't rest the horses, they won't make it to Joppa. We all need rest. If you don't save yourself, you'll have nothing left when you face the Kraken. Riding behind them, Vidalia (paler and more ephemeral
M	PERSEUS	Vidalia! Perseus slides from his horse and follows her. Mongke
M	AMOUN	Why don't we stop here tonight? Spyros smiles, looking off after Perseus. THROUGH A STAND OF TREES, Vidalia appears again, and
M	VIDALIA	I know this place... Suddenly, she hurries to the trunk of an ancient tree.
M	VIDALIA	This is my church. Where I was born to the world. Where my people prayed to me.
M	PERSEUS	Who were they? I know they were humans. They seemed so fragile. I sheltered them because I thought the harsh world would break them. Now I know I underestimated them. Her eyes pierce Perseus.
M	VIDALIA	When I saw you come out with Medusa's head, I saw that a Man had done an impossible thing. Beautiful, yes, but not fragile. Resilient. Fearless.
M	PERSEUS	I was mad with fear. I was no hero. I just didn't want to die. Perseus turns toward the altar.
M	PERSEUS	What is this? A marble tablet sits on the altar, its surface defaced.
M	VIDALIA	When the war began, Men ranged through the hills, stamping out any trace of God-worship they found. My true name was carved here. When it was obliterated, my worshippers lost faith and my last season began.
M	PERSEUS	How long do you have?
M	VIDALIA	Only days.
M	PERSEUS	What will happen?
M	VIDALIA	I will vanish, quick as dew evaporating at dawn.
M	VIDALIA (CONT'D)	No one will notice the moment because all thought of me will be gone.
M	PERSEUS	What about me?
M	VIDALIA	Nothing can save me.
M	PERSEUS	I don't believe that. Will love not buy another day, Vidalia? I was cut free of earthly longing. Why did you have to give me a name? The light is almost gone now. They kiss. The wilted blossoms in her crown slowly open with color. They begin
M	PERSEUS	When you vanish, I'll find you.
M	VIDALIA	Close your eyes. 1
M	PERSEUS	I'd rather look at you.
M	VIDALIA	Do what I tell you. I'm going to give you a spell.
M	PERSEUS	Don't give away your secrets. You still have need of them.
M	VIDALIA	Let me give you this sliver of magic. I'll write it on your instinct. When the time comes, you'll know how to use it. She takes his head in her hands, pressing her forehead to In QUICK FLASHES: A white lid opens to a black eye. Feathered WHITE WINGS beat the air. Then: Racing over the surface of a blue SEA, and then down,
M	TIAMAT	How did he do this? They were not even to reach Medusa.
M	SET	Fate has begun to shift. The future ripples with uncertainty.
M	TIAMAT	Spare me your pitiful maundering! There is no Fate beyond my actions and no uncertainty in the face of my will. I meant only that the demigod bends the path without knowing it. He is ignorant of the rules, or unconcerned with them. She turns on him with such a violent look, he flinches.
M	TIAMAT	Then there shall be no rules! Prove to me you have not lost that which makes you most valuable. Set absorbs her tirade, stung.
M	SET	And Zeus... the others?
M	TIAMAT	I am your ally. That is all you need to know. Bloody your hands and rid me of this pestilence.
M	SET	You have liberated me, my Queen. Watch as your desires are quickly satisfied. Set disappears.
M	PERSEUS	Where is she?
M	AMOUN	This is my fault. I've permitted .this infatuation to progress too far.
M	PERSEUS	It is not yours to permit, Master... with respect. Vidalia comes down into the shrine, her apron full of
M	VIDALIA	Look what I've found for us -- She startles when she sees Amoun, dropping the berries. Have you forgotten Perseus is engaged to the Princessa?
M	PERSEUS	I won't marry Andromeda. Both Amoun and Vidalia are surprised.
M	AMOUN	If by some miracle you survive this encounter with Leviathan, the hand of the Princessa is your reward.
M	PERSEUS	I want no reward.
M	AMOUN	Are you so selfish? Would you risk everything for the foolish love of -- A BLAST of HOT DESERT WIND blows into the Shrine. The Amoun grabs his chest. Perseus and Vidalia crumple in SET THE VOID COMES INTO THE SHRINE. Amoun tries to splits open. Set points at Vidalia, slamming her into the earthen Still choking Vidalia, Set grabs Perseus' arm. Perseus Immobilized, Perseus watches her struggle and searches
M	PERSEUS	I am half God... and now is the time... Perseus rises. He cocks his arm and clobbers Set with an
M	CONTINUED:	Perseus slams the God down in a ghastly heap, which liquefies into thick black blood. It seeps into the Perseus rushes to embrace Vidalia, who is more evanescent
M	VIDALIA	I'm so sorry, Perseus. A look of brutal, determined resolve grows in Perseus' You faced a God in lethal combat... and vanquished him. Never have I heard of such a thing. He looks at her, mind racing, then lifts her as he
M	PERSEUS	We must go quickly now. He pulls the sickle from the marble with a BRINNG! The
M	PERSEUS	The combat has just begun.
M	FANTASOS	We invoke thee, Queen of the Deep. We attend thee only to listen and obey. Fantasos moves through smoke to an altar, on which is a seen.
M	FANTASOS	We serve your will so that we may be absorbed into your perfection... Holy of holies... Tiamat! The Sanctuary is suddenly filled with the VOICE of --
M	TIAMAT (V.0.)	Loyal servants... it may be an illusion, but the Idol seems to have taken on the most subtle of life. It does not move, but it
M	TIAMAT (V.0.)	You have sown the seeds of revolt. Now comes the harvest. My legions stand ready at the gates. Only one rite of consecration remains before the Ascension. Fantasos, closest to the Idol, flinches, buffeted by an
M	TIAMAT (V.0.)	The hour of sacrifice is upon us. Offer up the Princess Andromeda to Leviathan. After a moment, four CLOAKED REBELS slip through the open
M	L	Peshet enters, dagger held at her back. No sign of Andromeda.
M	PESHET	My lady? Princess Andromeda? She goes deeper into the rooms, then GASPS, looking off, Andromeda stands on the balustrade of her balcony, Peshet rushes to her but stops when Andromeda raises a
F	ANDROMEDA	Peshet, stop! I know what I am meant to do.
M	PESHET	My lady, please --
F	ANDROMEDA	I was afraid, Peshet. Afraid to understand that the fate of so many could rest with me.
M	PESHET	Princessa, give me your hand. Andromeda, please. Please.
F	ANDROMEDA	I'm not afraid anymore. I will do what I must. I will die so that they may live.
M	R	She turns, but Peshet leaps and grabs her, pulling her to
M	PESHET	I won't allow it, my lady. Today, you are only a Princess. One day your people may need a Queen ready to die for them. Peshet snatches up the dagger from where she dropped it.
M	PESHET C	Come, we have to hide you... right now. She stops, picks up Andromeda's knife and hands it to s
M	PESHET	Good.
F	ANDROMEDA	We must get to my mother and father. A VOICE from the darkness:
M	AGENOR (O.S.)	Your father is dead and your mother has been relieved of her suffering. The four Cloaked Rebels step into the light. Agenor
M	AGENOR	The Princessa is coming with us. She has a rendezvous to keep. Peshet WHIPS HER DAGGER through the air; it THUDS into
M	PESHET	Come and get her. Agenor and the other two circle Peshet. She moves with the Second Rebel --
M	AGENOR	Take the Princess -- alive! The Second Rebel circles around Peshet toward Andromeda.
M	PESHET	Run, Princess! Save yourself. Peshet leaps on the Third Rebel. Andromeda runs away from the Second Rebel, who easily
M	SECOND REBEL	You're not going anywhere, Your Highness. He grabs her in a bear hug from behind. She spins, tiny Peshet wins her struggle with the Third Rebel, sinking Andromeda WAILS at the sight. She is pinned beneath the shock to what they see.
M	FROM BEHIND THE GROUP	They're on a shelf above the wide, flat basin that lies what they live for. Spyros looks over at his adopted son.
M	SPYROS	If it should come to pass, tell your mother and sister I loved them much. Perseus reaches out and touches his foster father warmly.
M	PERSEUS	You'll have to tell them yourself. Vidalia's voice has become weaker.
M	VIDALIA	The people are frightened. But they can triumph.. They need only one thing. Perseus turns to her, a question on his face -- "Tell me... 11
M	VIDALIA	A hero. They're waiting for you, Perseus. Perseus looks back toward the city. At last, there is no
M	PERSEUS	I will not fail them. He turns toward the Goddess, but Vidalia is gone.
M	PERSEUS	Vidalia? No. It's too late. She's disappeared.
M	GONG.	Agenor brings Andromeda barefoot through the mud. The onlookers jostle for a better view, some spiteful, some sad, all curious. Agenor removes Andromeda's cloak, revealing her tattered inked on her naked back, streaked by rain. Agenor's thugs chain her to the winch at the precipice, ground. Agenor pulls Andromeda close and flashes a cruel grin.
M	ANDROMEDA'S POV	As she RISES: The cliff drops straight down the jagged O Leviathan, firstborn of the Deep, accept this offering of mortal flesh... for the exaltation of your Cosmic Mother. The Goddess is at the prow, looking toward the cliffs of Then... GONG! Fantasos continuing his incantations,
M	SPYROS	The sacrifice has begun.
M	PERSEUS	I must get to the cliffs!
M	SPYROS	How? They all look at what separates them from the city -- The GATES OF THE CITY swing open. Out march the giant A mile offshore, a BULGE OF WATER SWELLS and plows toward The Onlookers watch in terrified awe as the swell races closer. Leviathan explodes from the surface, too huge to be seen foot cliffs. The Kraken's jaws hurtle up at Andromeda. Onlookers At the apex of its surge, it SNAPS ITS JAWS SHUT with a
M	ANDROMEDA'S POV	The Kraken slips underwater and its vast shadow immediately begins to circle wide for another attempt. A white lid opens to a black eye... Feathered WINGS beat Perseus HEARS the BEATING OF THE WINGS and looks toward PEGASUS WHOOSHES over the treetops, BANKS and LANDS in
M	PERSEUS	May we all have a good ride today! He spurs Pegasus. it beats its wings, launching from the
M	MONGKE AND TAMBURLANE	Qi chin yang hung xian!
M	SPYROS	No shit. They raise their weapons and spur their horses down the
M	CONTINUED:	Andromeda manages to get herself swinging back and forth Leviathan grows huge as it leaps for her. UP, UP, UP. The monster slides back down, clutching the chain in its
M	UP ON THE PLATFORM	The chain unreels wildly, pulls tight... and rips the screaming death. A SHADOW glides over the shocked onlookers. One by one, PERSEUS AND PEGASUS descending. Perseus sees Andromeda The winch platform SLAMS into the cliff face, pulled by
M	PERSEUS' DIVING POV	Exactly the image he saw when Vidalia first planted the
M	BACK TO SCENE	Perseus and Pegasus arrive a moment before the crashing
M	FAR ABOVE	Perseus grips both the chain and the bag in his hand. Perseus, swimming with the raw power of a porpoise, dives Leviathan realizes it has lost the Princess. Huge eyes The wreck of a SUNKEN WHALER rests on the ocean floor. harpoon. Leviathan opens its huge jaws. Andromeda is sucked toward the maw. Perseus swims upward toward Leviathan's tail. Perseus -- at the same moment Leviathan inhales the unconscious Andromeda. Contact -- an ELECTRIC FLASH-POINT FLARES and a charge Andromeda out. The Kraken twists to lock its enraged gaze on Perseus. The monster thrashes, tries to turn -- but unbending Dead in the water, the grotesque mass sinks like a Perseus must swim like a God to snatch Andromeda from the -- and CRASHES in a cloud of silt, SHAKING THE OCEAN Tiamat raises her arms to the sky --
M	TIAMAT	I damn you, Zeus! You will hear my curses forever in the crash of Walls of water collapse, burying the Goddess, her ship, is gone. THE TIDE TURNS IN THE BATTLE as the Joppans and their creatures. Mongke and Tamburlane, in the center of the battle, find CHOOM! Perseus surfaces with Andromeda in his arms, he did with Anteros the fisherman?? Distraught, his muscles go taut around Andromeda, and a too, breathes again, relieved. For the first time since the start of the adventure, they
M	PERSEUS	Hello. Are you all right? She takes a moment, doing an inventory. Finally, she
F	ANDROMEDA	I think I am. He smiles. She'll never know how close they came to oblivion.
F	ANDROMEDA	Are you ready to become a king? His expression is kind, but unmistakable. "No." She accepts that, rueful.
M	PERSEUS	Are you ready to become a queen? She thinks about it, her face beginning to light with
F	ANDROMEDA	Yes. Yes, I am.
M	PERSEUS	Then you're ready to go home. Perseus raises one arm. The-AIR reverberates to a LOUD Pegasus takes off. TILT UP WITH them until they are lost Olympos. TWO FUNERAL PYRES burn. The citizens of Joppa, by the the afterlife. MOVING OVER THE CROWD, WE PUSH THROUGH the flame to find
M	A DISTANT POV OF THE QUEEN	The ceremony and the heavenly setting.
M	PERSEUS	Perseus views the scene from a nearby hill. Behind him, -- the equine suddenly WHINNIES and REARS UP. Just as ZEUS the Prime, God of Gods, an eagle perched on his arm.
M	ZEUS	Am I to understand you do not intend to make this union with the Queen Andromeda?
M	PERSEUS	Yes.
M	ZEUS	Despite my will and intention that you do so?
M	PERSEUS	Yes.
M	ZEUS	Would you choose to condemn Men, your own people, to suffer more of this devastating War?
M	PERSEUS	I have no people. You have stranded me between realms, neither man nor God. Do you reproach Zeus?
M	PERSEUS	No. I thank you... Father. Zeus, mighty God, reacts to the word. His expression
M	PERSEUS	You have freed me. I will not be a pawn for Men or Gods.
M	ZEUS	Does that absolve you suddenly of your responsibilities?
M	PERSEUS	You've made me understand that my responsibility is to myself. So it is with us all. You've put me to a great test. In the midst of it, I found the courage in my heart to defy Gods. I do not know how much of that comes from you, Father... and how much from my Mother, who I never knew. Zeus starts, subtly, at the mention of Queen Danae.
M	PERSEUS	It matters not. Whatever the source, I are only grateful. He looks off toward the funeral pyres and the human throng.
M	PERSEUS	This war will end the moment you choose for it to end... and Men agree. I think, perhaps, that is the free will that all realms share. Zeus looks at him, proud, yet wistful -- what an offspring, what a creation!
M	ZEUS	What will you do, Man of free will? Perseus motions Pegasus forward, and swings up onto his
M	PERSEUS	I'm going to find Vidalia.
M	ZEUS	So... my Son, you will be a pawn for love? Yes, Father, gladly. Perseus spurs Pegasus and launches into the sky. And
