M	CHARACTER	DIALOGUE
M	SNOW WHITE	Ten years you locked me away! Ravenna seems to relish this.
F	RAVENNA	And every day, every hour led you to this ,moment. It burned inside you. It drove you forward, and here you are.. Listening only to her heart, Snow White lunges towards
F	RAVENNA	That's it. Fight. Fight for your land... for your loss and for Hope! 209b CONTINUED: 209b Snow White slams and slides across the floor, she stops under
F	RAVENNA	Watch them die. You gave them hope and they believed you. You have lead them to their deaths. How foolish your followers. Eric is trying to stay alive. He rams a Faerie into a pillar. Grabbing the first man in sight, the Faerie throws the poor 209d OMITTED 209d Spinning around on it's way down, the Faerie skewers a She swings her sword at Ravenna. She parries every attack Snow White is breathless. One more strike... but Ravenna
F	RAVENNA	You were never ready for this princess! Snow White struggles to get out of her lock. Ravenna is too Snow White's wrist is twisted. She holds her sword tight but Snow White screams in pain. The sword drops on the ground. I will... defeat... you... I am the only...
F	RAVENNA	Oh... please! Ravenna back hands Snow White, sending her crashing to the Ravenna looms closer, through the fire in the middle of the
F	RAVENNA	I have lived many lives. Ravaged entire kingdoms, I have been given powers you can't fathom. You cannot defeat ME? .you are but a child! Ravenna's skin blisters and heals. Ravenna raises her arms
F	RAVENNA	But you are right... it is over. Ravenna's laughter pierces Snow White like a dagger. Snow White stands up, stumbles, her right arm limp, blood She stares at Ravenna, she won't back down... she will never 97B The Faerie claws William from behind through his armor, The Faerie spins it's head 180 degrees and goes from turning The Faerie powers up gathering shards from another creature, Like a fire hose of black shards, the Dark Faerie unloads a Eric digs his heels in... slowly grinds and slides on the The shields are being shredded. One shield gives way Eric has one shield left. He kneels down... it is a matter of Snow White is chocking.
F	RAVENNA	I will never stop... I will give this wretched world the Queen it deserves... Ravenna slams Snow White down onto the stone floor next to Snow White stretches for her sword as Ravenna approaches. A life .for a life. Snow White tries to reach her sword with her left hand, but Ravenna straddles Snow White, raises her dagger above her Eric watches - despair wrought on his face -- as the knife
F	RAVENNA	By fairest blood it is done! Ravenna strikes... in the blink of an eye Snow White blocks
M	SNOW WHITE	By fairest blood... it is undone! Ravenna looks down. Three drops of blood fall onto Snow Ravenna stares in shock and disbelief. She pulls out the dagger, her face starts to age. The Faeries have slowed down dramatically. Eric grabs a sword William looks at Eric, in desperation begging for help. The Eric throws his sword and blows the other Dark Faerie in A silent pact has been made at this moment between the two The remaining Dark Creature freezes. Eric and William are
M	SNOW WHITE	Why this? Why all of this? Ravenna smiles. She gently taps on Snow White's... in a Ravenna stares up at Snow White's face in a shining halo of
F	RAVENNA	See child,... we are bound.
M	SNOW WHITE	It will be all right... Ravenna whispers incomprehensible words with a peaceful smile
M	SNOW WHITE	Backlit in a golden hue. A crown is placed on her head. Packed for the coronation. Duke Hammond and Bishops surround She sees William off to the side, smiling, looking on Eric, in the very back of the cathedral, near the door.
F	BEITH	Hail to the Queen! And then the huntsman smiles and leaves.
M	ERIC V/0	The land was healed, and the rightful Queen brought an age of peace and prosperity.
M	ERIC (V.0.)	As for the huntsman... Eric goes under the village arch, back toward the forest.
M	ERIC (V.O.)	He returned to the forest where he belonged.
