M	CHARACTER	DIALOGUE
M	ON GUERAU	Attack? It is my country that is under attack! Your so-called pirates attack our merchant ships daily! Do you think we don't know where their orders come from? The whole world knows that pirates sail up the Thames all the way to the royal bed!
F	ELIZABETH	You will leave my presence, sir! Go back to Spain! Tell Philip that I don't fear him, or his priests, or his armies. Tell him if he wants to shake his little fist at us, we're ready to give him such a bite he'll wish he'd kept his hands in his pockets.
M	DON GUERAU	You see a leaf fall, and you think you know which way the wind blows. But a wind is coming, madam, that will sweep away your pride. e bows and turns to go. Elizabeth's words blaze after him.
F	ELIZABETH	I too can command the wind, sir. I have a hurricane in me that will strip Spain bare, if you dare to try me!
F	ELIZABETH	What are you staring at? Lower your eyes! I am the Queen! Immense stacks of cut timber as far as the eye can see. T his is what the forests were felled for: a brand-new fleet
M	SPANISH MINISTER	lost the advantage of surprise. A large part of our plans has come
M	PHILIP	
M	SPANISH MINISTER	
M	PHILIP	
M	PHILIP	working. No one is to stop for me. The fleet must be ready to
M	SPANISH MINISTER	
M	PHILIP	May 1 Blue Draft 28 June - p. 56
M	SPANISH MINISTER	
M	PHILIP	LOSE ON pen and paper - a letter being written in haste. The Tyger is in dock. Raleigh emerges from his cabin to RALEIGH The Queen has sent you to me. BESS Yes - RALEIGH Tell the Queen that I will my ship's repairs are complete I will ask permission to sail. BESS The Queen asks me to assure you - RALEIGH I need no assurances. I'm no courtier and never have been. I've lost my appetite for playing games that it seems I'm too stupid to understand.
F	BESS	That is unfair -
M	RALEIGH	You call me unfair!
F	BESS	Let me speak!
F	BESS	The Queen shouts at you once, and you sulk like a child. I thought you more of a man than that. And I thought you a better friend to the Queen. Her every move is watched by a hundred eyes. Assassins plot to kill her. Enemies prepare to overwhelm her country. And you say she's playing games? Raleigh is watching her as she speaks, and he's impressed. command? BESS
F	ELIZABETH	You ask permission to go.
M	RALEIGH	Yes, majesty. ELIZABETH You plan to return to the New World. To your colony. For two, or three, or four years. RALEIGH If your majesty grants me your royal warrant. ELIZABETH That is a long time. RALEIGH There's nothing left for me to do here. At sea I know what I'm to do, I know the risks, I know the rewards. Here -
F	ELIZABETH	But you're quite wrong. You are needed here. I have decided to appoint you Captain of my personal guard.
M	RALEIGH	Captain of your - !
F	ELIZABETH	Kneel.
F	ELIZABETH	Rise, Sir Walter Raleigh. gratitude. This is too great an honour.
F	ELIZABETH	If it's such an honour, why are you staring at your boots? RALEIGH You know why. raises his eyes, but he still doesn't look at her.
F	ELIZABETH	Now you stare at the wall. Am I so old and hideous that you can't even look me in the face? Why do you talk like a fool when you're anything but a fool?
F	ELIZABETH	My friend, forgive me. I'm a vain and foolish woman. At court it's all a game. I like to be admired. I require it. I grow accustomed to it. But it's all - nothing. You come here as if from another world, and I - You have real adventures, you go where the maps end. I would follow you there if I could, believe me. Raleigh looks long into her eyes. If anything, he admires
F	ELIZABETH	The storm clouds are gathering, my friend. Please don't leave me now. CLOSE ON Throckmorton as the noose is tightened round his
M	CROWD (O.S.)	Hang! Hang! Hang!
M	RESTON (V.O.)	Lord have mercy on the soul of your servant, who gives his life for your eternal truth... A candle-lit cellar, where Reston and the conspirators pray
M	BABINGTON	Francis is about to die! We must act! R ESTON He enters heaven as a soldier returns home victorious from war. BABINGTON Why don't we strike? What's he dying for? Is this part of your plan?
M	RESTON	Lord, be with us as the end approaches. We will not fail in our duty. We look beyond death, to eternity. Throckmorton drops. His body flails. His neck breaks. A 55A 55B Bess is on her knees before the simple altar, her head Oh! It's you!
M	RALEIGH	I'm sorry. I didn't mean to disturb you.
F	BESS	My prayer's done.
M	RALEIGH	Something has distressed you.
F	BESS	And I thought I prayed in silence.
M	RALEIGH	So you did.
F	BESS	A man was hanged today. A Papist. I knew him well. He was my cousin. He died because I gave information. I gave information to prove my loyalty. Because I was afraid.
M	RALEIGH	That's necessity. That's the world we live in. BESS He told me he wanted to change. Become part of the new England. I was afraid that he was lying to me. But what if - what if it was true? He sees the horror in her eyes, at the thought that she has if I was the one person he thought he could trust?
M	RALEIGH	If you knew him well, you will have sensed the truth. BESS I thought so. RALEIGH He was hoping to use you. You did
M	RALEIGH	There, now. He wipes away a tear from her cheek. In desperate need of
M	RALEIGH	We're all mortal, Bess. We do what we can. He strokes her cheek. She meets his eyes, filled with
M	OMITTED	A brewer's wagon, pulled by two dray horses and carrying
M	BURTON	Morning. Another filthy day on God's stinking earth.
M	GUARD	Morning to you. Burton, standing outside, rolls the barrels through a trap URTON Last cask!
M	ELLARMAN	Nothing but beer. Satisfied? CLOSE ON the bungs, unnoticed on a side shelf. nnette, Mary Stuart's maid, walks calmly up to the GUARD May 1 Blue Draft 28 June - p. 63 nce inside, Annette abandons her calm manner, and hurries
F	ANNETTE	Madame! Madame!
F	MARY	The gentlemen are ready. It will be soon now.
F	ANNETTE	Blessed Mother of God pray for us!
F	MARY	Bring me pen and paper, Annette. They wait on my reply. Hurry, now, hurry! W ell, Dr Dee. Here I am again, back to consult the wisdom of your charts. The finest library in England. The greatest array of
M	DEE	The alignment of the planets is most unusual this year. Mars is due to take the ascendant three days after the anniversary of your birth - your majesty was born on September 7th - and I see that twelve days before the anniversary of your birth - transfers his attention to a different, astronomical
M	DEE	- there will be a full moon - the moon which -
M	DEE	- governs the fortunes of all princes of the female gender.
F	ELIZABETH	Princes of the female gender.
M	DEE	I mean to say, a prince who is also a woman.
F	ELIZABETH	Yes, Dr Dee. I am following you. So what does it all mean? D EE It means the rise of a great empire, majesty. And it means convulsions, also. The fall of an empire.
F	ELIZABETH	Which empire is to rise, and which is to fall?
M	DEE	That I can't say. Astrology is, as yet, more an art than a science.
F	WALSINGHAM	Nothing more, Dr Dee? No more specific calamities that we can guard against?
F	ELIZABETH	He means, Will I be assassinated?
F	WALSINGHAM	Queens are mortal.
M	DEE	Elizabeth is mortal. The Queen will never die.
F	ELIZABETH	You see, Francis? This is a mystery. He has no patience with mysteries. W
M	ALSINGHAM	What I don't know, I can't use.
M	DEE	And yet mysteries have power. Have you not learned that?
F	ELIZABETH	Francis. Leave us for a moment.
F	ELIZABETH	And the private life of this prince of the female gender, Dr Dee? What do the stars foretell there? Or is this too a mystery?
M	DEE	These are matters of state, majesty.
F	ELIZABETH	Do the stars not foretell matters of state?
M	DEE	For such a prediction, I must look in a different chart.
M	DEE	Wonderful... Out of such suffering, to have forged such strength... You will need all your strength in days to come... And love... So much love... But you doubt yourself, my child... I've not seen fear in
M	DEE	Something has weakened you... strength lies in your spirit. Nothing else matters. There are
M	hard days coming. You must trust	the power of your spirit.
M	DEE	But I'm no prophet. I see no more than the shadows of ghosts. ELIZABETH An art, not a science. I understand. The royal barge returns down the night river. Elizabeth Raleigh and Bess make love. Elizabeth stands before a long mirror, alone in her She wears a plain shift. She loosens the ties of her shift R 67 eston sits at the table, writing by candle light. Burton
M	RESTON	You have it?
M	RESTON	What do you think? There must be
M	WILLIAM (O.O.V.)	No. It won't do. Reston nods agreement. He returns to the table and dashes
M	RESTON	We wait on a direct order. He completes the note and gives it to Burton.
M	RESTON	One more journey, my friend. Then consummatum est! It is finished. 67A Bess lies restlessly asleep. Suddenly she gives a start and
F	BESS	Please! I'm innocent! I've always been a loyal servant of the Queen. I'd never betray the Queen, never -
F	WALSINGHAM	But you have, my dear. And you do. We both know that. May 1 Blue Draft 28 June - p. 68
F	WALSINGHAM	Keep me informed, and all will be well. I don't like surprises. DANCING MASTER Jump!
M	ANCING MASTER	When I push like this, my lady, give a jump into the air.
F	ELIZABETH	Let him throw you round, Bess. You can trust him.
M	DANCING MASTER	And round - and round - and round - and down!
M	LIZABETH	L a Volta, Mr Raleigh. The jump. I require all my ladies to learn it. You see how fearless Bess is.
M	RALEIGH	You like your ladies to jump at your command?
F	ELIZABETH	Sometimes. Do you think that wrong? May 1 Blue Draft 28 June - p. 69
M	RALEIGH	No, no. You're the Queen. You are to be obeyed.
F	ELIZABETH	To tell you the truth, Mr Raleigh, there are times when I'm tired of being always in control.
M	RALEIGH	Nonsense.
F	ELIZABETH	What?
M	RALEIGH	You don't mean a word of it. You eat and drink control.
F	ELIZABETH	Do you say so?
F	ELIZABETH	Bess, you must try a dance with Mr Raleigh. He's eager to show us his skill.
M	RALEIGH	No skill at all, majesty. I don't know the steps.
F	ELIZABETH	Oh, it's very simple.
F	ELIZABETH	You stand like this, with your hands firmly clasped here - and when she jumps, on the eighth step, you swing her round - once, twice, three times - and you're back to the beginning. What could be simpler?
M	DANCING MASTER	Your majesty knows the dance better than I.
F	ELIZABETH	So come, Mr Raleigh. Take your position. I am to be obeyed.
M	RALEIGH	As your majesty wishes. May 1 Blue Draft 28 June - p. 70
F	ELIZABETH	Hold her tight. I don't want her dropped. Play!
F	ELIZABETH	Leave her alone, Walsingham. I want both of them left alone. SCENE RENUMBERED- SEE SCENE 67A
M	ARY	Am I a danger to England even when I pray? P AULET As always, ma'am, my concern is for your safety.
F	MARY	I pray for my cousin Elizabeth. Do you think she prays for me? Mary's latest letter is now in Reston's hand. Babington and
M	RESTON	`If our forces are in readiness, both within and without the realm, then your Queen commands you to set the gentlemen to work.' I think we have it.
M	WILLIAM	This is the spark that will set England ablaze. Reston takes out pistols, and hands one to Ramsay, one to ESTON We've been patient long enough. Let God's work begin. Walsingham is at work at his desk. A knock on the door.
M	WILLIAM	It's me. William.
F	WALSINGHAM	Where have you been? We haven't seen you for days.
M	WILLIAM	I met up with some old friends.
F	WALSINGHAM	From Paris, no doubt.
M	WILLIAM	Yes.
F	WALSINGHAM	And now you've come back.
F	WALSINGHAM	Do you know, I can still remember the day you were born?
F	WALSINGHAM	I was eleven years old. And you, this helpless bundle. I looked at you in your crib, with your little wrinkled face, and I loved you from the first. I vowed then to look after you. I watched you grow up with your head in the clouds, always a dreamer. I couldn't follow you there. And now I've failed you, haven't I? Forgive me if I haven't loved you enough.
F	WALSINGHAM	Did you really think I didn't know?
F	WALSINGHAM	Was it for money? At least tell me you got a good price. W illiam shakes his head.
F	WALSINGHAM	What then? What would you murder your own brother for?
M	WILLIAM	Eternal life.
F	WALSINGHAM	Eternal life. The bribe no man can refuse. CLOSE ON Elizabeth, surrounded by courtiers and bodyguards,
M	ROYAL SERVANT	The Queen is at her prayers! T he chapel doors begin to close.
M	BABINGTON	Now!
M	RAMSAY	God for Mary! England's true Queen! Babington bursts into the chapel, sees a line of ladies
M	BABINGTON	Elizabeth! Mary paces impatiently in her room, trailed by her little
F	MARY	You bring news?
M	PAULET	The Queen has been attacked -
F	MARY	Yes?
M	PAULET	The assassin seized -
F	MARY	Yes?
M	PAULET	The Queen unharmed -
F	MARY	Unharmed?
M	PAULET	And you, ma'am, are under arrest.
F	MARY	Me? What has any of this to do with me? P AULET That's the trouble with intrigue, isn't it? With so many secrets, you can never quite tell who's on who's side, until the game ends.
M	PAULET	My own invention. Theatrical, but effective. My master has every letter you've written.
F	MARY	Your master?
M	PAULET	Walsingham.
F	MARY	Traitors. I'm surrounded by traitors. Who am I to trust?
F	MARY	Only my little one... Walsingham has a lamp in his hand. He moves slowly along a
F	WALSINGHAM	Ready to die, I see, Jesuit.
M	RESTON	I have done what I was sent to do.
F	WALSINGHAM	Why was the gun not loaded? ALSINGHAM What was the Jesuit sent to do?
M	WILLIAM	To kill the Queen. You know it. You know everything.
F	WALSINGHAM	Not quite everything.
M	WILLIAM	I've told you all I know. Go ahead and kill me. Take what's left of me. I don't care any more. All my life you've had everything and I've had nothing. So finish it. There's a better world waiting for me. We'll all be judged in the end, brother. Even you.
F	WALSINGHAM	You're no martyr. You weren't even much of a murderer. Go back to France. Back to your dreams. Never let me hear of you again.
M	RESTON	Send me home. P 78 hilip sits listening intently, staring into space, the
M	DON GUERAU	Stuart's own hand. All England
M	PHILIP	Elizabeth sits deep in thought, Bess by her side. Shadows
F	ELIZABETH	They say she's taller than me. Her hair is chestnut in colour. Her eyes are hazel. They say she's beautiful. But people lie. They say I am beautiful. A dismissive shrug. Clearly she does not think herself BESS She plotted to kill you. ELIZABETH Yes, it's true. I've read her letters. I too was a prisoner I've done terrible things - just to live.
F	BESS	So do we all.
F	ELIZABETH	I can be merciful. But she
M	protests her innocence, and that	is a lie. Why will she not admit she has wronged me?
F	BESS	She'll go on lying til you cut ELIZABETH You used to be gentler, Bess.
F	BESS	I used to be quieter, majesty. Mary Stuart sits before her accusers in the Great Hall of orchid revision 28 June -p. 77A
F	MARY	Who are you to sit in judgement on me? By what authority do you condemn a Queen? God alone has made me what I am. He is my only judge. Raise your law above God's law, and what law remains? In your vanity and ignorance you set loose the monster of misrule. You know neither who you are nor what you do. But I know who I am. I die as I have lived - trusting in the mercy of my God - a Queen.
F	ELIZABETH	Must die? Mary Stuart must die? Where is it written? Who dares to
M	ALSINGHAM	Majesty, this is no time for mercy -
F	ELIZABETH	Don't preach at me, old man. Look at you! You can hardly stand. Go home to your wife. Go home to your bed.
F	WALSINGHAM	The law must have its way.
F	ELIZABETH	The law is for common men, not for princes. Raleigh comes hurrying towards the Queen's quarters. Bess
F	BESS	Thank God you've come. I've never seen her so distressed. She's been alone in her rooms since morning. She'll see no one.
M	RALEIGH	Has she asked for me?
F	BESS	No. But she needs you. I know she does. hand in his, discreetly.
M	ESS	Go to her. Elizabeth sits alone, deep in thought.
M	RALEIGH	My Queen.
F	ELIZABETH	My friend. Did Bess bid you come? Have you a Queen? RALEIGH No. You don't need me to instruct you in your duty.
F	ELIZABETH	My duty? Was it my father's duty to murder my mother? I would be
M	RALEIGH	Since when were you so afraid?
F	ELIZABETH	Yes, I am afraid. I am always afraid.
M	RALEIGH	You fear your soul will be touched. Royalty is close to immortality. Kill a Queen - and queens are mortal.
F	ELIZABETH	You understand me well.
M	RALEIGH	We mortals have many weaknesses. We feel too much. Hurt too much. And all too soon, we die. But we do have the chance of love. orchid revisions 28 june - p.79A
F	ELIZABETH	Do we? Do we really? I owe England my life. Don't ask for my soul. Mary Stuart at supper, feeding titbits from the table to may 1 blue draft 28 June - p. 80
F	MARY	Your face tells me. It's decided.
M	PAULET	Tomorrow morning. At eight.
F	MARY	Please don't cry. The great timbered hall of the castle has been specially T here are more chairs in the body of the hall, occupied by lizabeth, alone. She knows what's happening. She can't As Mary mounts the stage, the executioner kneels.
M	EXECUTIONER	Forgiveness, your grace. may 1 blue draft 28 June - p. 81
F	MARY	I forgive you with all my heart, for now, I hope, you will make an end of all my troubles. ow deeply distressed, Elizabeth suddenly bursts out of the
F	ELIZABETH	I want it stopped! Elizabeth is hysterical, shouting in Raleigh's restraining
F	ELIZABETH	No! It must be stopped! Mary kneels, puts her head on the block. M ARY Into your hands, O Lord, I commend my spirit. Elizabeth cries out, as if the axe has fallen on her neck. may 1 blue draft 28 June - p. 82 God save the Queen! ON THE FACES of the awed spectators. We see, FOREGROUND, he sound of cheering crowds outside in the plaza calling
M	PHILIP	childless- BASTARD! Blood must pay for blood! We have just and Christ to war! Elizabeth! Blood- soaked virgin Elizabeth! You will ON WALSINGHAM - As he walks through the palace.
M	WALSINGHAM (V.O.)	Forgive me. In my weakness and my vanity, I have failed you. Walsingham on his knees before Elizabeth, abasing himself E LIZABETH How have you failed me? What am I to forgive you for?
F	WALSINGHAM	Philip of Spain is a God-fearing man. He cannot make war without just cause. He sent the Jesuit to kill a Queen. But not you.
F	ELIZABETH	Not me!
F	WALSINGHAM	The Jesuit's mission was to draw Mary Stuart into the murder plot. He knew I was reading her every letter. He waited until she wrote the words that sealed her guilt.
F	ELIZABETH	And I ordered her execution. I murdered God's anointed Queen. And now God's most dutiful son makes holy war to punish me.
F	WALSINGHAM	Forgive me, majesty. Let me go. ELIZABETH Yes... Go... The great Standard of the Armada, bearing the image of the
M	ARCHBISHOP	Exurge, domine et vindica causam tuam. Amen. And at once there is a great outpouring of emotion, the Elizabeth is alone, pacing slowly, reading a book - the
M	ELIZABETH (V.O.)	`Think you that there is any certainty in the affairs of mankind, when you know that one swift hour can destroy the greatest among us?'
F	ELIZABETH	Boethius.
M	RALEIGH	The Consolation of Philosophy.
F	ELIZABETH	Thank you for coming at this late hour.
F	ELIZABETH	We're at war. Who knows when we'll meet again. If we'll meet again.
M	RALEIGH	May the Lord God preserve England's Queen.
F	ELIZABETH	The same God in whose name Philip wages his holy war. Philip is a righteous man, and righteous men love to destroy. They burn whole worlds to make them pure, and leave behind - ashes.
M	RALEIGH	He'll not burn England.
F	ELIZABETH	He may. His Armada is invincible, they say. If London falls, I fall. If England is lost, I am lost.
M	RALEIGH	Never!
F	ELIZABETH	Never? It's night. My thoughts turn dark. Don't you ever think that one day, perhaps one day soon, you too will die?
M	RALEIGH	The closer I come to death, the more I want to live. The hungrier I am for life. LIZABETH You're right. We must live while we can.
M	RALEIGH	Why be afraid of tomorrow? Today's all we have, and all we know.
F	ELIZABETH	Today. Tonight.
M	RALEIGH	Now.
F	ELIZABETH	I wish -
M	RALEIGH	I've never known a woman like you.
F	ELIZABETH	In some other time, in some other world, could you have loved me?
M	RALEIGH	I know only one world. In this world, I have loved you.
F	ELIZABETH	Then there's... something you could do for me - something I've not known for a very long time - if you felt so inclined - LIZABETH Something not to be spoken of afterwards - to be forgotten - but just for now -
F	ELIZABETH	A kiss? CLOSE IMAGES as the Armada standard is carried in Bess appears ahead, and beckons him to a secluded corner. ALEIGH Bess, I've been ordered to my ship -
F	BESS	I'll be quick. I have something to tell you. But I ask for nothing. Is that understood? Your life is your own. Nothing will change.
M	RALEIGH	What is this, Bess?
F	BESS	I'm -
M	RALEIGH	You're pregnant?
F	BESS	No one knows. My plans are made. I shall ask the Queen for permission to leave court. I shall live quietly in the country with - with my child. The Queen must know nothing. displays of strong feeling.
M	ALEIGH	Where will you go?
F	BESS	To my mother's house.
F	BESS	I'm a ward of the Queen. I can't court a man without her permission. I can't marry without her permission. As for having a child -
M	RALEIGH	When were you planning to leave?
F	BESS	As soon as I'm allowed.
M	RALEIGH	Am I not to see you again? What's to become of the child? Bess - may 1 blue draft 28 June - p. 88
F	BESS	Hush! We've no choice. You know it as well as I do.
M	RALEIGH	All I know is nothing's as it should be.
F	BESS	Please listen. You once said to me, `Whatever I have to give, ask and it's yours.' Do you remember?
M	RALEIGH	Of course I remember.
F	BESS	I ask that you forget me. Go to your ship. Do your duty. Forget me.
M	R	aleigh gazes at her, deeply moved.
M	RALEIGH	Oh, Bess...
F	MARGARET	Bess! We're summoned.
M	ESS	I'm coming. Goodbye.
M	OMITTED	An empty horizon. may 1 blue draft 28 June - p. 89 Elizabeth starts up in bed, calls out in sudden fear.
F	ELIZABETH	Air! I must have air!
M	RALEIGH (V.O.)	With this ring I thee wed. With my body I thee worship...
M	RALEIGH	... and with all my worldly goods H I thee endow.
M	RALEIGH	In the name of the father -
M	RALEIGH	And of the Son -
M	RALEIGH	And of the Holy Spirit.
M	RALEIGH	Amen. A room in which a map of Europe is inlaid in the floor. A Grey Revisions 22 June -p.90
F	ELIZABETH	This Spanish Armada is at sea carrying an army of ten thousand men. The Duke of Parma has fifteen thousand men on the French coast. WALSINGHAM They plan to cross the Channel in barges, under the protection of the Spanish fleet, and sail up the Thames. ELIZABETH
M	But they don't yet have enough	barges at Calais. We have a little time. WALSINGHAM That is so. ELIZABETH Our forces defend the Thames men?
M	HATTON	We have three, possibly four thousand, majesty. WALSINGHAM If the Spanish fleet reaches Calais in strength, the combined armies will be beyond our power to resist.
M	LIZABETH	Therefore, the Spanish fleet must not reach Calais.
M	HOWARD	Majesty, this vast Armada will surely smash through our naval defences. We must be prepared for the worst. E 107 lizabeth walks briskly through the great public rooms back May 1 Blue Draft -p.91
F	WALSINGHAM	How did you know about the numbers of the Dutch barges, majesty? I don't recall supplying you with that information.
F	ELIZABETH	You may observe, Walsingham, that I don't see my way with only one eye. Nor do I hop along on only one leg. Why then would I rely on only one source of information?
M	LIZABETH	Where's Bess? ELIZABETH Where is she? We are on the very tip of England. e runs down the steps from the tower. He lights a bundle Doors burst open and Elizabeth comes storming out, barely ELIZABETH Bess! Bess Throckmorton! Bess comes running from the far end.
F	BESS	Here, my lady!
F	ELIZABETH	Tell me! Is it true? Are you married? Are you with child? Are you WITH CHILD? stands before her with her head bowed. BESS Yes, my lady. falls on her with uncontrolled rage, striking out
F	ELIZABETH	You traitress! You dare to have secrets from me! I am your Queen! You ask my permission before you rut - before you marry - before you breed! My bitches wear my collars! Do you hear me? How dare you be with child!
F	WALSINGHAM	Majesty, please! Dignity - mercy -
F	ELIZABETH	This is no time for mercy! That's what you said to me. I don't forget. But you showed mercy, Walsingham! Go to your traitor brother, and leave me to my business! alsingham turns white. Elizabeth is back berating Bess.
F	ELIZABETH	Is it his child? Tell me! Say it! Is the child his? Tell me! Say it! Is it his?
F	BESS	Yes, my lady. It is - my husband's child. May 1 Blue Draft -p.93
M	RALEIGH	This is not the Queen I love and serve.
F	ELIZABETH	This gentleman has seduced a lady under my care. This lady has married without my consent. These are offences punishable by law. Arrest him. rom way up high we see beacon after warning beacon
F	ELIZABETH	The fall of an empire, you told me. Did you mean the English empire? Because by God, England will not fall while I am Queen! If that's your prophecy, sir, prophesy again!
M	DEE	You want me to tell your majesty only what your majesty chooses to hear? May 1 Blue Draft -p.94
F	ELIZABETH	I will not be a toy of the fates! Have I not faced an assassin's bullet and lived? E
M	LIZABETH	Just tell me there's no certainty. The shadows of ghosts, you said. Any outcome is possible. Give me hope.
M	DEE	The forces that shape the world are greater than all of us, majesty. How can I promise you that they'll conspire in your favour, even though you are the Queen? But this much I know. When the storm breaks, each man acts in accordance with his own nature. Some are dumb with terror. Some flee. Some hide. And some spread their wings like eagles and soar on the wind.
F	ELIZABETH	You're a wise man, Dr Dee.
M	DEE	And you, madam, are a very great lady. 112B lizabeth stares out of the window, watches as the last S
F	ELIZABETH	My lords, I can offer you no words of comfort. If this Armada succeeds there will be no more freedom in our land, and England will be no more. We cannot be defeated. The unending line of Spanish ships advances over the water.
M	RALEIGH	What news? Is the fleet at sea?
M	SERVANT	Yes, sir. May God preserve them. Raleigh lies awake and fully dressed on the bed in his RALEIGH What news?
M	SERVANT	The Spanish are off Portland.
M	RALEIGH	And the fleet?
M	SERVANT	Still at Plymouth, joined by
M	RALEIGH	All but me. The white cliffs of England, seen from the Channel. England's white cliffs. The Queen, Sir Christopher Hatton, Walsingham and her E LIZABETH The bells are to ring in every church in the land.
F	ELIZABETH	Labourers are to leave the fields and take up arms. The harvest must wait.
F	ELIZABETH	Release all prisoners. England is their country too.
F	ELIZABETH	Release Raleigh. He is forgiven... As I too pray to be forgiven...
F	ELIZABETH	Leave me. All of you.
M	P	as at an equal. SPEED TRACK down a palace corridor, urged on by the beat of The chant powers on. ON PHILIP as the chant drives on, murmuring his own prayer.
M	PHILIP	Tu es Deus qui facis mirabilia solus. Notam fecisti in gentibus virtutem tuam... 120A CLOSE ON RALEIGH - A Royal Official has just handed him a RALEIGH Tell the Queen I will join my The chant continues - The Queen's advisers mill round Elizabeth. Walsingham is ELIZABETH Are our ships at sea? Has the fleet left Plymouth? That can't be so hard to know. The enemy has been engaged, majesty.
M	ADMIRAL WINTER	A brave action. Two ships lost.
F	ELIZABETH	With what gain?
M	HATTON	The enemy continues to advance. FOREGROUND - Floating wreckage, and the bodies of English Double Pink revision 18 July- p.98 Lord Howard bent over a mass of charts with his commanders
M	DRAKE	We must attack! What choice do we have?
M	HOWARD	We're decisively outgunned, Drake. We are losing too many
M	DRAKE	There has to be a way of getting inside this crescent formation. RALEIGH Our ships may be smaller but the strengths we've got.
M	HOWARD	I tell you, we're out-gunned. Do you want to lose the whole fleet? RALEIGH Break their formation and we have
M	HOWARD	We can't get near them. Elizabeth among her advisers. An air of mounting panic.
F	WALSINGHAM	The Spanish are barely a day away, majesty.
M	HATTON	t would be wise to withdraw to safer ground.
F	WALSINGHAM	I beg you to appreciate the gravity of the situation, majesty. There is very little time.
F	ELIZABETH	Then we must act. A low distant beat as we TRACK THROUGH the English camp. O N THE SOLDIERS' FACES - Staring, half afraid, half In the midst of the advancing array of banners and flags, The Queen cries out to ore) army, her voice echoing in the chill air.
F	ELIZABETH	My loving people! We see the sails of the enemy approaching. We hear the Spanish guns over the water. Soon now we will meet them face to face. In that encounter, England lives, or England dies. I am resolved in the midst and heat of the battle to live or die amongst you all! A cheer from the men. ELIZABETH While we stand together no invader shall pass. Let them come with all the armies of Hell, they will not pass. The crowd gives another mighty cheer.
F	ELIZABETH	So let us sound the advance and I myself will be your general, judge and rewarder of every one of your virtues in the field. When this day of battle is ended, we meet again in heaven, or on the field of victory.
M	SOLDIERS	Aye! Dr Dee studies his charts. A ship's lamp sways in the window. A sailor notes the Elizabeth looks around her as the tent shudders in the
M	SPANISH OFFICER	
M	2ND OFFICER	
M	SPANISH OFFICER	Raleigh and Drake hurry along the deck in the whipping wind
M	DRAKE	They've dropped anchor. These Spanish monsters can't handle our English seas. RALEIGH We have the wind in our favour. Do we go?
M	DRAKE	We go. God speed, my friend. And don't forget to jump. The tent is full of commotion, soldiers and ministers come DoubleGreen- 22 July- p.102
M	ADMIRAL WINTER	Under whose orders is he acting?
M	HATTON	He was told not to risk any more ships of the fleet. Raleigh at the helm of the Tyger gazing intently ahead. A Spanish officer reacts to the danger and shouts commands.
M	SPANISH OFFICER	Ropes are slashed by flailing axes and cut away from the Philip stares in horror at the flickering candle. The far- 140A Elizabeth's entourage look at the maps stretched out on the WALSINGHAM How many Spanish ships are burning?
F	WALSINGHAM	Not enough.
F	ELIZABETH	One empire will rise, and one will fall... Raleigh on the prow of the Tyger as it sails towards the Chaos and panic amongst the Spanish sailors as the fire- Cannonballs crash into the side of the flaming Tyger. The prelaid fuses amongst the Tyger's cannons ignite, as The Tyger's cannons explode causing devastation on the From underneath, men leap into the water. A horse swims 146A John Dee stands on his roof, looking at the sky through a 146B Raleigh, singed and wet from his exploits, is with Drake in RALEIGH How many ships are burning?
M	DRAKE	Four.
M	RALEIGH	Not enough. He turns his face towards the coast of England. He speaks The candle flickers. A clap of thunder, and the candle goes 147A Elizabeth looks out to sea. The wind roars, the clouds Images of the beginning of the destruction of the Armada: Raging waves, black sea. The howl of the storm, the rending Elizabeth stands there drinking in the tempest, the wind The space that echoed before to the chants of war is silent
M	T	he Infanta remains standing beside him, impassive, staring 153A Elizabeth triumphant in the roaring wind. From inside a cave looking out to sea, a scene of CLOSE ON BESS - Screaming in pain. A final spasm passes Walsingham lies in bed, his eyes closed. His wife Ursula lizabeth has come to him. She looks down on him with deep
F	ELIZABETH	Francis. My old friend. An anonymous man - Agent 3 - walks down a shabby Paris The anonymous man is let into the house by a figure we
M	AGENT 3	I come from your brother.
M	WILLIAM	What does he want?
M	AGENT 3	He asks your forgiveness.
M	WILLIAM	My forgiveness? Walsingham speaks to his Queen with difficulty.
F	WALSINGHAM	I have served your majesty - in all things...
F	ELIZABETH	I know it, old friend. Don't leave me now.
F	WALSINGHAM	
M	Y	ou don't need me any more. Permission - to go -
F	ELIZABETH	You always did do as you pleased, whether I wanted it or not. I've no doubt you'll do as you please now. We see Raleigh from behind. He's holding something, and
M	OYAL SERVANT	Her majesty the Queen!
F	ELIZABETH	When was the birth?
M	RALEIGH	our nights ago.
F	ELIZABETH	The mother is well?
M	RALEIGH	Thank God.
F	ELIZABETH	And the child?
M	RALEIGH	My son is well.
F	ELIZABETH	Your Elizabeth has a child. You must be proud.
M	RALEIGH	Yes.
F	ELIZABETH	And fulfilled?
M	RALEIGH	As any man can be. looks at him in silence for a long moment.
F	ELIZABETH	And do you still dream of your shining city, your New World? ALEIGH More than ever. turns to go. But before she reaches the door, she
M	LIZABETH	I'd like to give your son my blessing.
M	RALEIGH	I would be honoured.
M	LIZABETH (V.O.)	I am called the Virgin Queen. And are all my children. There is no jewel, be it never so rich a prize, which I put before this jewel: I mean, your love. I want no more wars. England is enough for me. I want no lordship over your souls. Only a free people can love. And in your love - is my life. TITLES
